name,key,baseline_iou,achievable_iou,upper_bound_iou,achievable_gain,upper_bound_gain,n_fragments,n_add,n_remove,corridor_pixels,gt_empty
CRACK500_20160308_073213_1_361.jpg,CRACK500_20160308_073213_1_361,0.6742133139474504,0.6768797874003439,0.6788904560413729,0.002666473452893503,0.004677142093922448,47,1,2,2950,0
CRACK500_20160308_073213_641_361.jpg,CRACK500_20160308_073213_641_361,0.42747151216507545,0.43702770780856426,0.44416,0.009556195643488807,0.016688487834924548,25,0,1,1626,0
CRACK500_20160308_073213_641_721.jpg,CRACK500_20160308_073213_641_721,0.689799581214478,0.6939164451577311,0.6956609180954296,0.004116863943253057,0.005861336880951584,34,0,3,2105,0
CRACK500_20160308_073245_1281_1.jpg,CRACK500_20160308_073245_1281_1,0.4652908067542214,0.47118429385687144,0.4755006391137622,0.00589348710265003,0.010209832359540816,56,0,2,3539,0
CRACK500_20160308_073245_1281_1081.jpg,CRACK500_20160308_073245_1281_1081,0.6741803278688525,0.6807834833245103,0.7026161238654565,0.0066031554556578165,0.028435795996603952,60,0,3,3624,0
CRACK500_20160308_073245_1281_361.jpg,CRACK500_20160308_073245_1281_361,0.7599413298565841,0.7639163372859025,0.7763779527559055,0.0039750074293183335,0.01643662289932135,89,2,6,5146,0
CRACK500_20160308_073245_1281_721.jpg,CRACK500_20160308_073245_1281_721,0.6814195483255328,0.6958923184033419,0.7030628945522562,0.014472770077809116,0.02164334622672348,89,6,13,5091,0
CRACK500_20160308_073245_1921_361.jpg,CRACK500_20160308_073245_1921_361,0.5888308427489571,0.5948335857862201,0.6039714783185474,0.006002743037263003,0.015140635569590222,80,1,5,4834,0
CRACK500_20160308_073245_1921_721.jpg,CRACK500_20160308_073245_1921_721,0.700089985859365,0.7054978354978355,0.714410480349345,0.005407849638470519,0.014320494489979962,99,5,9,5942,0
CRACK500_20160308_073245_1_1081.jpg,CRACK500_20160308_073245_1_1081,0.5129555687707077,0.5198866076797526,0.5265253137170056,0.006931038909044895,0.013569744946297924,51,1,2,3066,0
CRACK500_20160308_073245_1_721.jpg,CRACK500_20160308_073245_1_721,0.6847959721327791,0.6935685016924995,0.7011906898821277,0.00877252955972041,0.016394717749348642,73,1,9,4492,0
CRACK500_20160308_073245_641_361.jpg,CRACK500_20160308_073245_641_361,0.7129433440810686,0.7203288076106031,0.7258633494244338,0.007385463529534508,0.012920005343365126,65,6,1,3826,0
CRACK500_20160308_073245_641_721.jpg,CRACK500_20160308_073245_641_721,0.6809410317521335,0.693382238176994,0.6994372072887559,0.012441206424860463,0.018496175536622417,100,2,10,6136,0
CRACK500_20160308_073310_1281_361.jpg,CRACK500_20160308_073310_1281_361,0.7188600955139748,0.7370717517776342,0.7494091761062668,0.018211656263659393,0.030549080592292,60,2,9,3934,0
CRACK500_20160308_073310_1281_721.jpg,CRACK500_20160308_073310_1281_721,0.6768255516274534,0.6830934374237619,0.6876379690949227,0.006267885796308548,0.010812417467469304,26,2,1,1619,0
CRACK500_20160308_073310_1921_721.jpg,CRACK500_20160308_073310_1921_721,0.6431393775372124,0.6540315876974231,0.6690271455066599,0.010892210160210691,0.025887767969447473,54,3,10,3369,0
CRACK500_20160308_073310_1_1.jpg,CRACK500_20160308_073310_1_1,0.47668139420716743,0.5014113420579933,0.5170738114000525,0.024729947850825884,0.040392417192885055,37,3,7,2285,0
CRACK500_20160308_073310_1_1081.jpg,CRACK500_20160308_073310_1_1081,0.6838312460645071,0.6923076923076923,0.7148533448923566,0.00847644624318522,0.031022098827849565,79,5,6,5474,0
CRACK500_20160308_073310_1_361.jpg,CRACK500_20160308_073310_1_361,0.6013391707442699,0.614797261716693,0.6198566498539952,0.01345809097242312,0.018517479109725343,21,0,2,1395,0
CRACK500_20160308_073310_641_1081.jpg,CRACK500_20160308_073310_641_1081,0.6357078449053201,0.6527042577675489,0.679307892865608,0.01699641286222886,0.043600047960287935,38,2,2,2505,0
CRACK500_20160308_073310_641_361.jpg,CRACK500_20160308_073310_641_361,0.631686841077704,0.6407191544008694,0.6530325814536341,0.009032313323165342,0.021345740375930067,39,4,3,2450,0
CRACK500_20160308_073310_641_721.jpg,CRACK500_20160308_073310_641_721,0.5752556622121839,0.5824154835423696,0.5984636416899941,0.007159821330185667,0.02320797947781017,50,3,7,3262,0
CRACK500_20160308_073356_1281_361.jpg,CRACK500_20160308_073356_1281_361,0.6731779382797111,0.6785773094022723,0.6873436718359179,0.005399371122561281,0.014165733556206872,80,2,1,4727,0
CRACK500_20160308_073356_1281_721.jpg,CRACK500_20160308_073356_1281_721,0.8162176945166143,0.8462086659064995,0.8658077591198611,0.029990971389885157,0.049590064603246775,86,3,9,5553,0
CRACK500_20160308_073356_641_1081.jpg,CRACK500_20160308_073356_641_1081,0.7671428571428571,0.7708434909800097,0.7897058823529411,0.003700633837152578,0.02256302521008402,58,0,2,3249,0
CRACK500_20160308_073356_641_361.jpg,CRACK500_20160308_073356_641_361,0.6245773732119636,0.6354139116635811,0.6513550135501355,0.010836538451617472,0.02677764033817187,70,1,6,4291,0
CRACK500_20160308_073356_641_721.jpg,CRACK500_20160308_073356_641_721,0.5468505986465383,0.5701534170153417,0.5909985935302391,0.023302818368803435,0.0441479948837008,57,0,6,3708,0
CRACK500_20160308_073406_1281_721.jpg,CRACK500_20160308_073406_1281_721,0.750032746801729,0.7626585084685643,0.7762149490577946,0.012625761666835267,0.0261822022560656,50,4,9,3371,0
CRACK500_20160308_073406_1_361.jpg,CRACK500_20160308_073406_1_361,0.810601298973392,0.8193153840044476,0.823032139724061,0.00871408503105564,0.012430840750669025,45,1,12,2849,0
CRACK500_20160308_073406_641_361.jpg,CRACK500_20160308_073406_641_361,0.7803305591372641,0.7826546800634585,0.7841544528812762,0.002324120926194384,0.0038238937440120413,31,2,1,1812,0
CRACK500_20160308_073532_1281_721.jpg,CRACK500_20160308_073532_1281_721,0.7589982110912343,0.7700200918484501,0.7785833393750453,0.011021880757215774,0.019585128283810982,76,14,2,5015,0
