dataset,category,group,case_name,delta_iou_frangi_minus_baseline,variant,target_proxy_pixels,average_precision,average_precision_tolerant_r2,mass_near_target_r2,top_target_count_effective,top_target_count_precision_r2,target_coverage_r2,weighted_distance_mean_px,weighted_distance_p90_px,false_component_count_top_target,false_component_largest_top_target_px,response_mean,response_sum,active_fraction,response_p99_minus_p50,spearman_with_soft_target
khanhha_noisy2,gain_baseline,failures,CRACK500_20160308_073532_1_361.jpg,-0.8111651621966129,lab_cstar_bipolar,7878,0.31430283231988776,0.3455600105655936,0.408450356647564,7878,0.41304899720741306,0.6455953287636456,35.185325622558594,103.69667053222656,129,353,0.08089407533407211,3774.194091796875,0.3157793209876543,0.7200331091880798,0.26725795913440914
khanhha_noisy2,gain_baseline,all,CRACK500_20160308_073532_1_361.jpg,-0.8111651621966129,lab_cstar_bipolar,7878,0.31430283231988776,0.3455600105655936,0.408450356647564,7878,0.41304899720741306,0.6455953287636456,35.185325622558594,103.69667053222656,129,353,0.08089407533407211,3774.194091796875,0.3157793209876543,0.7200331091880798,0.26725795913440914
khanhha_noisy2,gain_baseline,failures,CRACK500_20160308_073532_1_361.jpg,-0.8111651621966129,lab_astar_bipolar,7878,0.2683765820383903,0.2902527348994679,0.37007465173662246,7878,0.3816958618938817,0.6236354404671236,42.95648956298828,110.16351318359375,106,461,0.08056332170963287,3758.762451171875,0.2844221536351166,0.7309964299201965,0.22637010683635653
khanhha_noisy2,gain_baseline,all,CRACK500_20160308_073532_1_361.jpg,-0.8111651621966129,lab_astar_bipolar,7878,0.2683765820383903,0.2902527348994679,0.37007465173662246,7878,0.3816958618938817,0.6236354404671236,42.95648956298828,110.16351318359375,106,461,0.08056332170963287,3758.762451171875,0.2844221536351166,0.7309964299201965,0.22637010683635653
khanhha_noisy2,gain_baseline,failures,CRACK500_20160308_073532_1_361.jpg,-0.8111651621966129,lab_bstar_bipolar,7878,0.2184255457387598,0.24373575558344582,0.2922023009284662,7878,0.29982228992129983,0.512058898197512,45.977745056152344,116.2755355834961,85,441,0.14568005502223969,6796.8486328125,0.29074502743484226,0.8900120258331299,0.1486767886946363
khanhha_noisy2,gain_baseline,all,CRACK500_20160308_073532_1_361.jpg,-0.8111651621966129,lab_bstar_bipolar,7878,0.2184255457387598,0.24373575558344582,0.2922023009284662,7878,0.29982228992129983,0.512058898197512,45.977745056152344,116.2755355834961,85,441,0.14568005502223969,6796.8486328125,0.29074502743484226,0.8900120258331299,0.1486767886946363
khanhha_noisy2,gain_baseline,failures,CRACK500_20160308_073532_1_361.jpg,-0.8111651621966129,lab_ab_opponent,7878,0.26161540223069146,0.28823825548280313,0.3104558506186995,7878,0.3379030210713379,0.5618177202335618,45.68226623535156,115.21284484863281,89,660,0.19351746141910553,9028.7509765625,0.4533393347050754,0.8936653137207031,0.2287224778426854
khanhha_noisy2,gain_baseline,all,CRACK500_20160308_073532_1_361.jpg,-0.8111651621966129,lab_ab_opponent,7878,0.26161540223069146,0.28823825548280313,0.3104558506186995,7878,0.3379030210713379,0.5618177202335618,45.68226623535156,115.21284484863281,89,660,0.19351746141910553,9028.7509765625,0.4533393347050754,0.8936653137207031,0.2287224778426854
khanhha_noisy2,gain_baseline,failures,CRACK500_20160308_073532_1_361.jpg,-0.8111651621966129,hsv_saturation_bipolar,7878,0.2498290287704566,0.27459803243153647,0.33082654510275983,7878,0.3427265803503427,0.506092916984006,38.28392791748047,95.52486419677734,61,491,0.10450302809476852,4875.693359375,0.3101423182441701,0.8276699781417847,0.17595422831941004
khanhha_noisy2,gain_baseline,all,CRACK500_20160308_073532_1_361.jpg,-0.8111651621966129,hsv_saturation_bipolar,7878,0.2498290287704566,0.27459803243153647,0.33082654510275983,7878,0.3427265803503427,0.506092916984006,38.28392791748047,95.52486419677734,61,491,0.10450302809476852,4875.693359375,0.3101423182441701,0.8276699781417847,0.17595422831941004
khanhha_noisy2,gain_baseline,failures,CRACK500_20160308_073532_1_361.jpg,-0.8111651621966129,log_chroma_pc1_bipolar,7878,0.23234099233779398,0.26519629503496256,0.32583569306696714,7878,0.3293983244478294,0.5081238893120081,39.612918853759766,105.67875671386719,55,495,0.1286500245332718,6002.29541015625,0.307934670781893,0.8773506879806519,0.20209745627168124
khanhha_noisy2,gain_baseline,all,CRACK500_20160308_073532_1_361.jpg,-0.8111651621966129,log_chroma_pc1_bipolar,7878,0.23234099233779398,0.26519629503496256,0.32583569306696714,7878,0.3293983244478294,0.5081238893120081,39.612918853759766,105.67875671386719,55,495,0.1286500245332718,6002.29541015625,0.307934670781893,0.8773506879806519,0.20209745627168124
road420,gain_baseline,failures,2023_10_30_16_44_IMG_6033.jpg,-0.6802705315293878,luminance,2289,0.8924286417115125,0.8001542424151133,0.7360427576323368,2289,0.9231105286151158,0.982088248143294,8.417963981628418,31.400636672973633,10,41,0.0545218400657177,2543.77099609375,0.1887002743484225,0.9716172814369202,0.4547602769037846
road420,gain_baseline,all,2023_10_30_16_44_IMG_6033.jpg,-0.6802705315293878,luminance,2289,0.8924286417115125,0.8001542424151133,0.7360427576323368,2289,0.9231105286151158,0.982088248143294,8.417963981628418,31.400636672973633,10,41,0.0545218400657177,2543.77099609375,0.1887002743484225,0.9716172814369202,0.4547602769037846
road420,gain_baseline,failures,2023_10_30_16_44_IMG_6033.jpg,-0.6802705315293878,lab_cstar_dark,2289,0.14924016720995367,0.17034243554792194,0.2268721520271062,2289,0.28615115771079075,0.3923110528615116,35.95540237426758,80.52328491210938,42,334,0.05180465802550316,2416.998046875,0.15845764746227708,0.7400950193405151,0.1508752479820315
road420,gain_baseline,all,2023_10_30_16_44_IMG_6033.jpg,-0.6802705315293878,lab_cstar_dark,2289,0.14924016720995367,0.17034243554792194,0.2268721520271062,2289,0.28615115771079075,0.3923110528615116,35.95540237426758,80.52328491210938,42,334,0.05180465802550316,2416.998046875,0.15845764746227708,0.7400950193405151,0.1508752479820315
road420,gain_baseline,failures,2023_10_30_16_44_IMG_6033.jpg,-0.6802705315293878,lab_cstar_bipolar,2289,0.12330391342958723,0.14642019640382775,0.17383696087203243,2289,0.24814329401485366,0.3840104849279161,46.040687561035156,96.33794403076172,39,277,0.08736403286457062,4076.05615234375,0.26626800411522633,0.8396286964416504,0.14845673884877708
