image_id,dataset,case_name,domain,source_family,physical_group,category,delta_iou,baseline_iou,frangi_iou,historical_train_group,historical_validation_group,panel,source_panel,panel_sha256,archival_selection,selection_rule
khanhha_original::Sylvie_Chambon_319.jpg,khanhha_original,Sylvie_Chambon_319.jpg,khanhha,Sylvie,khanhha::Sylvie_Chambon_319,improved,0.3159839802716249,0.27558202490525174,0.5915660051768766,False,False,figures/cases/improved__khanhha_original__gain_frangi__Sylvie_Chambon_319.jpg.jpg,ISPRS/CrackSAM/results/frangi_milestone_report/figures/cases/khanhha_original/gain_frangi__Sylvie_Chambon_319.jpg.jpg,d2c245791fcf79c064574b4e5dd193425f4a2a2bc08864a1bc470b11217455dc,gain_frangi,fixed_dataset_priority_then_archived_role; no_feature_information
road420::2023_11_01_20_33_IMG_6353.jpg,road420,2023_11_01_20_33_IMG_6353.jpg,road420,road420,road420::2023_11_01_20_33_IMG_6353,improved,0.4953818941200306,0.1897716894977169,0.6851535836177475,False,False,figures/cases/improved__road420__gain_frangi__2023_11_01_20_33_IMG_6353.jpg.jpg,ISPRS/CrackSAM/results/frangi_milestone_report/figures/cases/road420/gain_frangi__2023_11_01_20_33_IMG_6353.jpg.jpg,3041b11ea565003d6b152223c9a2d41e08c2607a8976f7d381bbbd82d2ceb670,gain_frangi,fixed_dataset_priority_then_archived_role; no_feature_information
khanhha_original::CRACK500_20160329_094010_1281_361.jpg,khanhha_original,CRACK500_20160329_094010_1281_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160329_094010,neutral,-3.1298314825845e-05,0.8317899276925028,0.831758629377677,True,False,figures/cases/neutral__khanhha_original__median__CRACK500_20160329_094010_1281_361.jpg.jpg,ISPRS/CrackSAM/results/frangi_milestone_report/figures/cases/khanhha_original/median__CRACK500_20160329_094010_1281_361.jpg.jpg,3bb7546ad6b711fb38c6fede9c2b32d9f7fcf3a7d9921977e13ef352660a67f1,median,fixed_dataset_priority_then_archived_role; no_feature_information
road420::2023_10_30_16_00_IMG_5928.jpg,road420,2023_10_30_16_00_IMG_5928.jpg,road420,road420,road420::2023_10_30_16_00_IMG_5928,neutral,-0.006184080672202663,0.5695364238410596,0.563352343168857,False,False,figures/cases/neutral__road420__median__2023_10_30_16_00_IMG_5928.jpg.jpg,ISPRS/CrackSAM/results/frangi_milestone_report/figures/cases/road420/median__2023_10_30_16_00_IMG_5928.jpg.jpg,3c93f064b343bee80628c94513c6afd28ace387b1884f74e6f67f205bf3e132e,median,fixed_dataset_priority_then_archived_role; no_feature_information
khanhha_original::cracktree200_6266.jpg,khanhha_original,cracktree200_6266.jpg,khanhha,cracktree200,khanhha::cracktree200_6266,degraded,-0.16966789327720116,0.19683257918552036,0.027164685908319185,False,False,figures/cases/degraded__khanhha_original__gain_baseline__cracktree200_6266.jpg.jpg,ISPRS/CrackSAM/results/frangi_milestone_report/figures/cases/khanhha_original/gain_baseline__cracktree200_6266.jpg.jpg,208cbe6d10d11a764a9e5c3c357446e29d0f5114cd397fe2cf1da4cbdf5c521d,gain_baseline,fixed_dataset_priority_then_archived_role; no_feature_information
road420::2023_10_30_16_44_IMG_6033.jpg,road420,2023_10_30_16_44_IMG_6033.jpg,road420,road420,road420::2023_10_30_16_44_IMG_6033,degraded,-0.6802705315293878,0.720286781783298,0.040016250253910216,False,False,figures/cases/degraded__road420__gain_baseline__2023_10_30_16_44_IMG_6033.jpg.jpg,ISPRS/CrackSAM/results/frangi_milestone_report/figures/cases/road420/gain_baseline__2023_10_30_16_44_IMG_6033.jpg.jpg,8a4b4ccb6fbc9b998d6d4ad6b6d9c699660133154caf7f2479f007b735844f77,gain_baseline,fixed_dataset_priority_then_archived_role; no_feature_information
