image_id,category,domain,delta_iou,umap_1,umap_2,umap_3
khanhha_original::CRACK500_20160303_093400_641_1.jpg,neutral,khanhha,0.0058623529571693,4.444978,6.0578785,2.8566506
khanhha_original::CRACK500_20160303_093400_641_721.jpg,improved,khanhha,0.0286903695682552,4.065978,6.4922814,2.740792
khanhha_original::CRACK500_20160303_093527_1281_361.jpg,neutral,khanhha,0.0039714154386215,4.013467,6.7633977,3.2383225
khanhha_original::CRACK500_20160303_093537_1921_1081.jpg,improved,khanhha,0.0171342335122448,4.402996,6.651828,3.0548792
khanhha_original::CRACK500_20160306_103613_1_721.jpg,neutral,khanhha,-0.003560122842645,4.9954515,6.444152,2.719075
khanhha_original::CRACK500_20160306_103638_1921_1081.jpg,degraded,khanhha,-0.0163510925685373,5.087945,6.4819565,2.7219155
khanhha_original::CRACK500_20160306_103638_1_361.jpg,degraded,khanhha,-0.0323021086813889,5.086303,6.4816327,2.7705972
khanhha_original::CRACK500_20160306_103657_1921_721.jpg,improved,khanhha,0.0403988697086071,4.793817,6.7484593,3.0136037
khanhha_original::CRACK500_20160306_103657_641_721.jpg,neutral,khanhha,0.0014868002575559,4.1172404,6.4281673,2.7544394
khanhha_original::CRACK500_20160306_103816_1_721.jpg,neutral,khanhha,0.000702324397826,3.9642606,6.6673093,3.0113227
khanhha_original::CRACK500_20160306_103830_1921_1081.jpg,neutral,khanhha,0.001354616901062,5.088998,6.536863,2.7303808
khanhha_original::CRACK500_20160306_103903_1281_361.jpg,degraded,khanhha,-0.029524656837824,4.9886074,6.580079,2.6938012
khanhha_original::CRACK500_20160306_103903_641_361.jpg,neutral,khanhha,-0.0001940157986425,4.678712,6.444856,2.7144911
khanhha_original::CRACK500_20160306_104522_1921_361.jpg,improved,khanhha,0.0283299876748521,4.5716057,6.4989204,2.724478
khanhha_original::CRACK500_20160306_104522_1921_721.jpg,neutral,khanhha,-0.0085296844528278,5.053554,6.528817,2.6861002
khanhha_original::CRACK500_20160306_104522_641_721.jpg,neutral,khanhha,0.0052114239991765,3.924174,6.736747,2.7978878
khanhha_original::CRACK500_20160306_104527_1921_721.jpg,neutral,khanhha,0.0055760699859174,3.3701973,6.903512,2.669872
khanhha_original::CRACK500_20160306_104527_641_361.jpg,neutral,khanhha,-0.0028831659863063,3.5773268,6.75002,2.6177611
khanhha_original::CRACK500_20160307_143827_1_721.jpg,neutral,khanhha,0.0043114221417273,4.219947,6.5591073,3.426581
khanhha_original::CRACK500_20160307_144115_1281_1.jpg,improved,khanhha,0.0123373404507997,4.279437,6.368692,2.690729
khanhha_original::CRACK500_20160307_144150_1281_721.jpg,neutral,khanhha,0.0022152317402657,3.9194663,6.327707,3.3880134
khanhha_original::CRACK500_20160307_144150_641_361.jpg,neutral,khanhha,0.0053042414902885,4.3479347,5.8674364,3.3230934
khanhha_original::CRACK500_20160307_144202_1281_361.jpg,degraded,khanhha,-0.0118830870539662,4.6500463,6.280415,3.3312669
khanhha_original::CRACK500_20160307_144202_1281_721.jpg,improved,khanhha,0.014804329310339,4.7555265,6.409638,3.3692007
khanhha_original::CRACK500_20160307_144842_1281_1.jpg,neutral,khanhha,-0.0032209401705558,3.8998044,6.9922204,2.9149618
khanhha_original::CRACK500_20160307_144842_1281_1081.jpg,neutral,khanhha,0.0043278590594062,4.203808,6.597327,2.7591124
khanhha_original::CRACK500_20160307_144916_1281_361.jpg,improved,khanhha,0.0309048026619479,4.79352,6.5580664,2.706055
khanhha_original::CRACK500_20160307_144916_1921_721.jpg,degraded,khanhha,-0.0156515541787515,4.0628448,6.7369895,2.968988
khanhha_original::CRACK500_20160307_144924_1281_361.jpg,improved,khanhha,0.0400851298638199,4.499435,6.7892365,2.7594097
khanhha_original::CRACK500_20160307_144924_641_361.jpg,neutral,khanhha,-0.000714981501653,4.5277305,6.7978687,2.7394686
khanhha_original::CRACK500_20160307_144931_1281_1.jpg,neutral,khanhha,-0.0062592993281777,4.320144,6.5431843,2.663831
khanhha_original::CRACK500_20160307_144931_641_721.jpg,degraded,khanhha,-0.0243998412947556,4.3662686,6.8750873,2.841887
khanhha_original::CRACK500_20160307_145059_1921_361.jpg,degraded,khanhha,-0.0160751325430891,4.025016,5.905764,3.6221118
khanhha_original::CRACK500_20160307_145107_1281_721.jpg,neutral,khanhha,0.0059066203652853,4.0381727,6.0428042,3.1501255
khanhha_original::CRACK500_20160307_145107_1_1.jpg,improved,khanhha,0.0129103933955434,4.382505,5.6427984,3.465315
khanhha_original::CRACK500_20160307_145259_1921_721.jpg,improved,khanhha,0.0103822039410417,4.7845607,6.010363,2.9513352
khanhha_original::CRACK500_20160307_145259_1_361.jpg,neutral,khanhha,0.0020073118952038,3.635106,6.479171,2.7957993
khanhha_original::CRACK500_20160307_162438_1921_1081.jpg,neutral,khanhha,-0.0015019544476827,4.1795382,6.168876,3.152317
khanhha_original::CRACK500_20160307_162438_1921_721.jpg,degraded,khanhha,-0.0126061299095223,3.6497383,6.460048,2.7287154
khanhha_original::CRACK500_20160307_163537_1281_721.jpg,degraded,khanhha,-0.0313496843770675,4.907923,6.1175046,2.8745382
khanhha_original::CRACK500_20160307_163537_641_361.jpg,neutral,khanhha,-0.0078207903394939,5.5739923,6.0142584,3.0779438
khanhha_original::CRACK500_20160307_163537_641_721.jpg,neutral,khanhha,-0.0056646701492085,4.0708203,6.207223,3.1377623
khanhha_original::CRACK500_20160307_163627_641_721.jpg,improved,khanhha,0.0117797609539718,5.126413,6.3675795,2.7172835
khanhha_original::CRACK500_20160307_163641_1921_361.jpg,neutral,khanhha,0.0013987969587738,4.3324533,6.3161063,2.9911141
khanhha_original::CRACK500_20160307_164214_1281_1081.jpg,improved,khanhha,0.0303378734968381,4.385987,5.8220973,3.2062583
khanhha_original::CRACK500_20160307_164214_1_721.jpg,degraded,khanhha,-0.0205259147021722,3.780312,6.45564,3.392105
khanhha_original::CRACK500_20160307_164226_1921_721.jpg,neutral,khanhha,-0.0042737533396113,4.442935,5.8705726,3.1576471
khanhha_original::CRACK500_20160307_164226_1_721.jpg,improved,khanhha,0.0180183576783319,4.332797,5.9273067,3.0493128
