sample_id,iou,dice,precision,recall,cldice,crack_fraction_true,crack_fraction_pred,components_pred,components_true,skeleton_covered,iou_dilate_both_tol0,precision_tol0,recall_tol0,f1_tol0,iou_buffered_tol0,iou_dilate_both_tol1,precision_tol1,recall_tol1,f1_tol1,iou_buffered_tol1,iou_dilate_both_tol2,precision_tol2,recall_tol2,f1_tol2,iou_buffered_tol2,iou_dilate_both_tol3,precision_tol3,recall_tol3,f1_tol3,iou_buffered_tol3,iou_dilate_both_tol5,precision_tol5,recall_tol5,f1_tol5,iou_buffered_tol5,iou_dilate_both_tol8,precision_tol8,recall_tol8,f1_tol8,iou_buffered_tol8,baseline_iou,baseline_dice,baseline_precision,baseline_recall,baseline_cldice,baseline_crack_fraction_true,baseline_crack_fraction_pred,baseline_components_pred,baseline_components_true,baseline_skeleton_covered,baseline_iou_dilate_both_tol0,baseline_precision_tol0,baseline_recall_tol0,baseline_f1_tol0,baseline_iou_buffered_tol0,baseline_iou_dilate_both_tol1,baseline_precision_tol1,baseline_recall_tol1,baseline_f1_tol1,baseline_iou_buffered_tol1,baseline_iou_dilate_both_tol2,baseline_precision_tol2,baseline_recall_tol2,baseline_f1_tol2,baseline_iou_buffered_tol2,baseline_iou_dilate_both_tol3,baseline_precision_tol3,baseline_recall_tol3,baseline_f1_tol3,baseline_iou_buffered_tol3,baseline_iou_dilate_both_tol5,baseline_precision_tol5,baseline_recall_tol5,baseline_f1_tol5,baseline_iou_buffered_tol5,baseline_iou_dilate_both_tol8,baseline_precision_tol8,baseline_recall_tol8,baseline_f1_tol8,baseline_iou_buffered_tol8,fraction_reinforce,fraction_suppress,fraction_abstain,residual_abs_mean,residual_abs_max,residual_abs_p50,residual_abs_p90,residual_abs_p99,residual_nonzero_fraction,active_probability_mean,evidence_source_id,improves_baseline,recovered_false_negatives,removed_false_positives,introduced_false_positives,lost_true_positives
LAB00202,0.6649574956146268,0.798768133560256,0.7913923237514052,0.806282722513089,0.8624613767005411,0.03979166666666667,0.040540364583333335,27.0,7.0,0.904320987654321,0.6649574956146269,0.7913923237514052,0.806282722513089,0.798768133560256,0.6649574956146268,0.6968129953347199,0.8802794282961297,0.875,0.8776317745679943,0.7819463832648942,0.7212211970436211,0.9211498313794765,0.915330497382199,0.918230944394203,0.8488234523217976,0.7442459493144994,0.9376907017825599,0.943880890052356,0.940775613357575,0.8881740500137897,0.773927014000459,0.9506985707403244,0.9651505235602095,0.9578700389583302,0.9191464354415865,0.808809867877787,0.9639473261602698,0.9747218586387435,0.9693046516156328,0.9404375920925951,0.6124109135411417,0.7596213947673899,0.8361509730686062,0.6959260471204188,0.8930174647302778,0.03979166666666667,0.033118489583333334,7.0,7.0,0.845679012345679,0.6124109135411417,0.8361509730686062,0.6959260471204188,0.7596213947673899,0.6124109135411417,0.6549282991468506,0.9249066247297032,0.7702879581151832,0.8405459085583206,0.7249497110430441,0.6874771241830065,0.9609789659917437,0.8186354712041884,0.884114505028992,0.792298590682875,0.7167110669616652,0.975230980931787,0.8538121727748691,0.9104914568027513,0.8356900572168461,0.7602862254025045,0.9815215254570474,0.8952061518324608,0.9363789092876317,0.8803688808582056,0.799116874406126,0.9880086494987222,0.9253108638743456,0.9556324812380987,0.9150346636316323,0.0005598958333333334,0.0,0.9994401041666666,0.34771601998729845,8.5140380859375,0.12578468769788742,0.9386668682098399,3.1164667296409645,1.0,0.06894482672214508,LAB00202,1.0,0.37987624428302397,0.07678464307138572,0.003610526782335353,0.0074056659221817325
LAB00234,0.7477911646586343,0.8556985294117646,0.9471007121057986,0.7803855825649623,0.9419492833714432,0.019417317708333333,0.015999348958333333,1.0,1.0,0.8977099236641222,0.7477911646586345,0.9471007121057986,0.7803855825649623,0.8556985294117646,0.7477911646586343,0.7744634903495748,0.9949135300101729,0.8620284995808886,0.9237163075858285,0.858246124229454,0.7948328267477204,0.9995930824008138,0.9019279128248114,0.9482523776992648,0.9015968827435323,0.8125634260198904,1.0,0.9282481139983235,0.9627890801599721,0.9282481139983234,0.837732477868919,1.0,0.9599329421626153,0.9795569241296724,0.9599329421626154,0.8608290221626109,1.0,0.9834031852472758,0.9916321528188657,0.9834031852472758,0.7440570522979398,0.8532485233984552,0.9315476190476191,0.7870913663034367,0.9359350240750807,0.019417317708333333,0.01640625,2.0,1.0,0.8854961832061069,0.7440570522979397,0.9315476190476191,0.7870913663034367,0.8532485233984552,0.7440570522979398,0.7709974629456536,0.9924603174603175,0.8625314333612741,0.9229455816114445,0.8569163877460506,0.7913577386468953,0.9996031746031746,0.901089689857502,0.9477934404087244,0.900767469817799,0.8096966031650036,1.0,0.9274098910310142,0.962338001217709,0.9274098910310142,0.8362284883251192,1.0,0.9609388097233864,0.9800803624861075,0.9609388097233863,0.8598255776943153,1.0,0.9844090528080469,0.9921432795471825,0.9844090528080468,3.2552083333333335e-06,0.0,0.9999967447916667,0.22545006223832995,5.902105331420898,0.16168173402547836,0.39306288957595864,1.351641592979433,1.0,0.0565764494240284,LAB00234,1.0,0.04015748031496063,0.26956521739130435,2.658778955764565e-05,0.019382321618743342
LAB00259,0.7738208119252905,0.8724903966882559,0.9427504499905972,0.8119764912767828,0.8377402769057747,0.14068359375,0.12116861979166667,21.0,5.0,0.7527826596367897,0.7738208119252905,0.9427504499905972,0.8119764912767828,0.8724903966882559,0.7738208119252905,0.7739114137564815,0.9681917094269672,0.8307649590448424,0.8942291495135639,0.8086930028225888,0.7720672601384767,0.9806839857077614,0.8438613540654357,0.9071425061900749,0.8300647717824492,0.769092710650788,0.9873196679472369,0.8539497431625711,0.9158044681301846,0.8446857058622794,0.7616555821883123,0.9922897133492733,0.863922439724189,0.9236674252460764,0.8581617307803303,0.752294945159752,0.9951105499288074,0.8690360497940672,0.9278100140268931,0.8653410553772555,0.7394170403587444,0.8501894867101498,0.959778812572759,0.763061687259938,0.8035674621224481,0.14068359375,0.11184895833333333,1.0,5.0,0.6842413591095489,0.7394170403587444,0.959778812572759,0.763061687259938,0.8501894867101498,0.7394170403587444,0.7336169672339344,0.9789289871944121,0.7815956314498589,0.869202977098939,0.7686640126350863,0.7270900321543409,0.9867287543655413,0.7965662455458374,0.8815084652580087,0.7881226078848699,0.7193661637726539,0.9906868451688009,0.8089916238604286,0.8906672757413051,0.8028856052511101,0.7054243668720055,0.9940337601862631,0.8254893794252395,0.9019553463871851,0.82141955103515,0.689897466827503,0.9961583236321304,0.8381230043037623,0.9103327763841689,0.8354227388462886,1.953125e-05,0.0,0.99998046875,0.3939979727376946,6.305581569671631,0.20015765726566315,0.9853819608688358,2.61041780471802,1.0,0.06858569383621216,LAB00259,1.0,0.20732421875,0.009406657018813314,0.0029017517136329016,0.0002729092122020741
LAB00264,0.8514100683585641,0.9197422903867138,0.9051429916441097,0.9348202619344252,0.9538371894700027,0.10712565104166667,0.11063802083333334,4.0,1.0,0.9809456598447425,0.8514100683585641,0.9051429916441097,0.9348202619344252,0.9197422903867138,0.8514100683585641,0.8606713938093619,0.9361539366835354,0.9590385608800024,0.9474580818078898,0.9001618514493782,0.8691579496608443,0.957514416853007,0.9749004831505059,0.9661292382002172,0.9344777644338838,0.8766949748979496,0.9721078027539132,0.9862043817800602,0.9791053563470937,0.9590660137501706,0.8895721131419363,0.9854066140990938,0.9960800996687836,0.990714609960375,0.9816000704433847,0.9035333496304933,0.9926150406025656,0.9995441976359051,0.9960675685722029,0.9921659440323003,0.8585691935713272,0.9239033946554839,0.9307410034228623,0.917165517031815,0.986046511627907,0.10712565104166667,0.10556315104166666,1.0,1.0,0.9724770642201835,0.858569193571327,0.9307410034228623,0.917165517031815,0.9239033946554839,0.8585691935713272,0.8674163953832494,0.9586481235930803,0.9436628277978668,0.9510964529868291,0.9067530143216175,0.8754279290787389,0.9762558204076598,0.9636877449937707,0.9699310710732159,0.9416176372621732,0.8829784668804707,0.9876345246538591,0.9790027044273603,0.983299671463737,0.9671479824142353,0.8946921720963635,0.9960837521971075,0.9931629645385761,0.9946212140886846,0.989299981287272,0.9054771337359129,0.9995682876437756,0.9993011030417212,0.9994346774857508,0.9988699937894536,0.0,0.0,1.0,0.3255376080846569,4.198390007019043,0.16991358995437622,0.8273717343807229,1.8509343624114993,1.0,0.06315772980451584,LAB00264,0.0,0.22487160674981657,0.018699910952804988,0.003749379698211693,0.0010601994500215354
LAB00268,0.9100782699911242,0.9529224893965765,0.9367919199973421,0.9696182943603852,0.9280204743126228,0.18932291666666667,0.19595703125,8.0,1.0,0.9675174013921114,0.9100782699911241,0.9367919199973421,0.9696182943603852,0.9529224893965765,0.9100782699911242,0.9132768361581921,0.952174490846872,0.9803473177441541,0.9660555487409583,0.9343398937579146,0.9164143962327616,0.9634539353466892,0.9875,0.9753287803648606,0.9518455887852022,0.9197652826264577,0.9727731818332835,0.9927097661623109,0.9826403621069223,0.9658731539044952,0.9237148529349647,0.9826572311372471,0.9973349381017882,0.9899416816059391,0.9800836878210101,0.9284662124838888,0.9896342071165155,0.9991231086657496,0.9943560208272997,0.9887753931021526,0.9073817076394395,0.9514421827631009,0.9586664339326235,0.9443259972489684,0.9668891814767947,0.18932291666666667,0.18649088541666667,1.0,1.0,0.9396751740139211,0.9073817076394396,0.9586664339326235,0.9443259972489684,0.9514421827631009,0.9073817076394395,0.9120928659979713,0.9716529935416303,0.9583734525447043,0.9649675381227749,0.9323065446397939,0.9164008861097582,0.9810089020771513,0.9691368638239339,0.9750367458333203,0.9512894651292149,0.920550960818186,0.9882352941176471,0.9782152682255846,0.983199752709116,0.9669546750492127,0.9260539849492984,0.9946762087624367,0.9897352132049518,0.9921995596793758,0.9845198711797694,0.9312984364377974,0.9985337755280154,0.996595598349381,0.9975637455133387,0.9951393328488325,0.0,0.0,1.0,0.39614453044744247,3.7664902210235596,0.2142196148633957,0.8722459673881533,2.170521419048311,1.0,0.06728269904851913,LAB00268,1.0,0.4555281037677579,0.004222972972972973,0.005866089381851203,7.283055970285132e-05
LAB00271,0.8947207462058947,0.9444354773626019,0.9602445228522196,0.9291385470424772,0.9901946852351854,0.08199869791666667,0.07934244791666667,1.0,1.0,0.984180790960452,0.8947207462058947,0.9602445228522196,0.9291385470424772,0.9444354773626019,0.8947207462058947,0.9020185488270595,0.9782965454993026,0.9575625248114331,0.9678184992797512,0.9376437173156217,0.9078134758170842,0.9894970050053336,0.9753473600635173,0.9823712338548406,0.9653532472122652,0.9136193968222508,0.9951998030688438,0.9865819769749901,0.9908721526091171,0.9819094331516406,0.9221320134005372,0.9988922622466563,0.9971020246129416,0.9979963405841179,0.9960006944145291,0.9305469694933477,1.0,0.9998015085351329,0.9999007444168735,0.999801508535133,0.8463495489939094,0.9167814940081005,0.9668839175620927,0.8716157205240175,0.9594356261022927,0.08199869791666667,0.07391927083333333,2.0,1.0,0.9220338983050848,0.8463495489939095,0.9668839175620927,0.8716157205240175,0.9167814940081005,0.8463495489939094,0.8528538436159683,0.9832658094063766,0.9010321556173084,0.9403545811111556,0.8874238158809967,0.8590604026845637,0.9921613528271974,0.9215958713775307,0.9555776406130748,0.914934108815899,0.8644298872742993,0.9965650871939404,0.9364430329495832,0.9655690765688749,0.9334302123975172,0.8749241044323012,0.9995155892196582,0.9560539896784438,0.9773018328068881,0.9556112097953415,0.887073249783924,1.0,0.9712187375942835,0.9853992548585239,0.9712187375942835,0.00017252604166666667,0.0,0.9998274739583334,0.3777323147154433,7.211658954620361,0.2510383874177933,0.7215776264667523,2.442839918136599,1.0,0.06786373257637024,LAB00271,1.0,0.4492888064316636,0.010638297872340425,0.0007999772450916952,0.00018218254691200583
LAB00272,0.9178626391324575,0.9571724485416239,0.9597335528777786,0.9546249767355295,0.9613942088254046,0.087451171875,0.08698567708333334,3.0,1.0,0.9897330595482546,0.9178626391324577,0.9597335528777786,0.9546249767355295,0.9571724485416239,0.9178626391324575,0.9192248852626211,0.9790060624204775,0.9752838265401079,0.9771413997042523,0.9553044765148607,0.9209673236514523,0.9887358730633935,0.9861529871580123,0.987442741079048,0.9751969405970506,0.92303185420457,0.9931891325499589,0.9920342453005769,0.9926113530022243,0.9853310894066646,0.9258925808176012,0.9955467405134346,0.9965754699423041,0.9960608396105712,0.9921525914221719,0.9299460544473718,0.9967442556694858,0.9995533221663875,0.9981468125456083,0.9963004809934269,0.906570507012648,0.9509960462287104,0.9717204676999572,0.9311371673180718,0.9859448204060385,0.087451171875,0.083798828125,1.0,1.0,0.9722792607802875,0.9065705070126482,0.9717204676999572,0.9311371673180718,0.9509960462287104,0.906570507012648,0.908771203971866,0.9879578914656412,0.9555555555555556,0.971486616973893,0.9445541817993374,0.9113224309828568,0.9956493027230704,0.9707426018983808,0.9830382157617414,0.9666422386737697,0.9137612379788866,0.9989511711921687,0.9810161920714685,0.9899024521423765,0.9800067867127487,0.9181318366645668,0.9999223089771977,0.9921459147589801,0.9960189335960005,0.9920694392808447,0.9231378763866878,1.0,0.9980643960543458,0.9990312604791535,0.9980643960543457,4.557291666666667e-05,0.0,0.9999544270833334,0.3778067434488427,7.3336992263793945,0.25132136046886444,0.7557036995887774,2.3305855727195746,1.0,0.06781328469514847,LAB00272,1.0,0.34864864864864864,0.057692307692307696,0.0013948148651500142,0.0005596642014791126
LAB00284,0.7055415482002035,0.8273519328153994,0.9047881122729774,0.7621255142840586,0.8960497544243664,0.05617513020833333,0.04731770833333333,37.0,1.0,0.8801711840228246,0.7055415482002039,0.9047881122729774,0.7621255142840586,0.8273519328153994,0.7055415482002035,0.7330809992429977,0.9271463951568519,0.8175233238685751,0.8688908787902798,0.7681759986702271,0.7527056019070322,0.9440011007154651,0.860346526047401,0.9002345840003826,0.8185696430380346,0.769017113161903,0.9596175013758943,0.8995769832531726,0.9286277730507614,0.8667648364332292,0.7952781241201786,0.9794991744634012,0.9534102103494234,0.9662786277512638,0.9347573279337751,0.8213032847879239,0.9915382498624106,0.981746537636901,0.9866180998340196,0.9735896207268186,0.6094207300237451,0.7573168639560817,0.9283310901749664,0.6395086052036855,0.8437440497415641,0.05617513020833333,0.038697916666666665,1.0,1.0,0.746077032810271,0.6094207300237451,0.9283310901749664,0.6395086052036855,0.7573168639560817,0.6094207300237451,0.6275010421008753,0.9496971736204576,0.6797241699020687,0.7923452403071853,0.6561024447986529,0.6437598736176935,0.9658479138627187,0.714782407139132,0.8215621105652334,0.6971619954949791,0.6587434750186428,0.9782133243606999,0.7481601668887987,0.8478585285468544,0.7358979340249661,0.6861384473042308,0.9927658142664872,0.8051805064611463,0.889187482310263,0.8004838513699785,0.7167968027236058,0.9984017496635262,0.8724575534565684,0.9311904389875778,0.8712407457372615,4.2317708333333335e-05,0.0,0.9999576822916667,0.3277498513144019,6.502322673797607,0.15564386546611786,0.7313836097717298,2.679096040725711,1.0,0.06552059948444366,LAB00284,1.0,0.34206719176981193,0.0011737089201877935,0.0018437101120408453,0.0010873504893077202
LAB00295,0.7572503827181493,0.861858264667804,0.774474840168747,0.9714683178309375,0.7502343315902352,0.11933919270833333,0.14969401041666666,41.0,1.0,0.9720767888307156,0.7572503827181494,0.774474840168747,0.9714683178309375,0.861858264667804,0.7572503827181493,0.7555915721231766,0.7984386552429,0.9825700335506397,0.8809860403337855,0.7872878016611792,0.7593540071863771,0.8189014047753664,0.9882981915386924,0.8956606442793209,0.8110375127352254,0.7661237171641089,0.8389727308311226,0.9925806715583317,0.9093353385176491,0.8337442026238823,0.7807816320022677,0.8711564389161919,0.9968085976923706,0.9297564046737555,0.8687334441747686,0.8001613195278935,0.9085591266907319,0.99890892228799,0.9515942545548561,0.9076583743356134,0.6664494774427272,0.7998436033781671,0.9373877341544778,0.697498704345217,0.8482412060301506,0.11933919270833333,0.088798828125,2.0,1.0,0.7364746945898778,0.6664494774427272,0.9373877341544778,0.697498704345217,0.7998436033781671,0.6664494774427272,0.6728286532375546,0.9535906741449467,0.7151468863369793,0.8173333154409165,0.6910935482600755,0.6787471818864997,0.9660178159023425,0.7289762963367066,0.8309221660971156,0.7107500818171705,0.6848746355685131,0.9764287547197478,0.7416055208532227,0.8429691601798852,0.7285623953730938,0.6955322430008036,0.9910187323582242,0.7603993344425957,0.8605255350389602,0.7551951022161631,0.7073103010590616,0.9997067341178195,0.778593055290363,0.8754032645645009,0.7784152638727888,0.016276041666666668,0.0,0.9837239583333334,0.6814424666347986,8.086310386657715,0.18346402049064636,1.9746540427207948,6.304369044303894,1.0,0.09209522604942322,LAB00295,1.0,0.9067628494138864,0.0,0.032224706228076376,0.00046928160807164365
LAB00298,0.5258142622822777,0.6892244689019709,0.932409972299169,0.5466504263093788,0.7934621099554235,0.040087890625,0.023502604166666666,1.0,2.0,0.6576354679802956,0.5258142622822776,0.932409972299169,0.5466504263093788,0.6892244689019709,0.5258142622822777,0.5489041776012483,0.9745152354570638,0.5902557856272838,0.7352043821873159,0.5812831510744525,0.5682630450321658,0.9939058171745152,0.6246041412911084,0.7671224835082915,0.6222211641033285,0.5850243265693604,0.9990304709141274,0.6558668290702395,0.791869014601917,0.6554496359854506,0.6146368771947682,1.0,0.7114900527811612,0.831427622526925,0.7114900527811611,0.6494017094017094,1.0,0.7783191230207065,0.8753424657534247,0.7783191230207064,0.517094678217822,0.6816907153418652,0.9160043847629488,0.5428339423467317,0.7880597014925372,0.040087890625,0.023756510416666668,1.0,2.0,0.6502463054187192,0.5170946782178217,0.9160043847629488,0.5428339423467317,0.6816907153418652,0.517094678217822,0.5405823603882403,0.9639627295149356,0.5833536337799432,0.7268470423120631,0.5709031565476839,0.5602942125298407,0.989997259523157,0.6160779537149818,0.7595104896747221,0.6122667570768618,0.5773584905660377,0.9983557138942176,0.646285018270402,0.7846362165009317,0.6455978260615443,0.6074756888168558,1.0,0.7019894437677628,0.8249045801526718,0.701989443767763,0.6427567406397751,1.0,0.76743808363784,0.8684186345676743,0.7674380836378399,0.0,0.0,1.0,0.2513601014345962,3.3779261112213135,0.1546587496995926,0.509245812892914,1.7183081555366522,1.0,0.05840215086936951,LAB00298,1.0,0.024511545293072826,0.20554649265905384,3.398216615919965e-06,0.013612565445026177
