cohort,map,physical_scenes,observations,ap_tol2_mean,ap_tol2_median,ap_tol2_ci95_low,ap_tol2_ci95_high,precision_top_p01_mean,precision_top_p01_median,precision_top_p01_ci95_low,precision_top_p01_ci95_high,skeleton_recall_top_p01_mean,skeleton_recall_top_p01_median,skeleton_recall_top_p01_ci95_low,skeleton_recall_top_p01_ci95_high,response_mass_near_gt_mean,response_mass_near_gt_median,response_mass_near_gt_ci95_low,response_mass_near_gt_ci95_high,active_fraction_010_mean,active_fraction_010_median,active_fraction_010_ci95_low,active_fraction_010_ci95_high
khanhha_noisy2,frangi_relative,24,24,0.1589546495653167,0.106863269993091,0.10247072300656153,0.22079495590487933,0.26369521912350596,0.1025896414342629,0.13628610557768922,0.40845991035856555,0.25635331443858933,0.12382225617519735,0.14221959073939597,0.3774319143220275,0.13444593746680764,0.07133832946419716,0.07151660279778295,0.21132275612714382,0.08933304767219381,0.08791055484693874,0.06767013446003396,0.11230477054102886
khanhha_noisy2,frangi_similarity_historical,24,24,0.3848355733865154,0.34280138418206707,0.2670687517898216,0.5050669122708826,0.4568393094289509,0.4262948207171315,0.29988172310756966,0.6171169488711818,0.25691466522017803,0.2262889240576867,0.17342753860505253,0.34546940850233177,0.2628482513925216,0.16504950076341623,0.16067995583483327,0.37774012840309296,0.18197860198767002,0.18964245854591832,0.1599532354445684,0.20220938961522103
khanhha_noisy2,fusion_ofs_profile,24,24,0.20633314779608103,0.14569420302374655,0.1304644643670936,0.2969105822412559,0.2960657370517928,0.21215139442231068,0.17504772576361222,0.42870185922974763,0.34692493323575874,0.33790053198070025,0.2382368899674431,0.4549994380922527,0.4808292717983325,0.45758776366710663,0.34205168058785296,0.6214096834262213,0.010292105123299278,0.00234175701530605,0.0052230315954506406,0.01601969401041662
khanhha_noisy2,fusion_precision,24,24,0.2048231991400949,0.1443310814229413,0.12836075578165435,0.2934445939456289,0.2942397078353253,0.2141434262948207,0.16973771580345284,0.42895086321381143,0.34818393288638155,0.33790053198070025,0.23660409072354335,0.4556547453910932,0.47545782538751763,0.435777485370636,0.3346957548521459,0.6115498241037131,0.011192269876700639,0.0027702487244897498,0.00587631536989791,0.017272741616177673
khanhha_noisy2,fusion_reflectance,24,24,0.20694109984612347,0.1460922458380402,0.12854992707843368,0.2995685751711201,0.2838645418326693,0.13944223107569714,0.15894754316069054,0.42430901394422305,0.32408473412035904,0.2612421793534932,0.21837478800954363,0.4315771295425823,0.4584672225949665,0.4358428120613098,0.3195973275656191,0.6007684948310876,0.013460950786564577,0.0028101084183673,0.006761034491921711,0.02147796008051654
khanhha_noisy2,line_step_bic,24,24,0.1655169191979886,0.13765041315632331,0.11327699513400484,0.22474326049678778,0.29722775564409026,0.19322709163346607,0.18450987715803452,0.4234748505976095,0.39544492425312183,0.4307359307359307,0.31724441628501016,0.4730024143922447,0.08950907830148931,0.060212751850485746,0.05766328654911675,0.12527143876068292,0.5204978475765306,0.5501235650510203,0.49233188758902,0.5443638392857143
khanhha_noisy2,ofs,24,24,0.20943706997333345,0.1460087823619008,0.1305121568818353,0.30275773498355224,0.2910026560424967,0.20916334661354574,0.16882470119521908,0.42447086653386445,0.33393750380769616,0.33790053198070025,0.22763699196423468,0.4379788103180151,0.4979750948647658,0.5225458145141602,0.35545795656119783,0.6368214127607642,0.006830124627976161,0.0005281409438775,0.002679671722204481,0.011985602346407276
khanhha_noisy2,ofs_reflectance,24,24,0.21165568311734662,0.14754997492837502,0.1305934673025425,0.3061566750706364,0.2821215139442231,0.13745019920318718,0.1581984561752988,0.4185798472775563,0.31055588229148623,0.23997117095013185,0.20643320238523433,0.4187049878025782,0.4832575681017867,0.513606458902359,0.34039134458240977,0.626288861749587,0.008654536033163233,0.0006078603316326001,0.003305012190423009,0.014961605980282707
khanhha_noisy2,paired_profile,24,24,0.12014175101209892,0.10436638108274279,0.08704780632829735,0.15385191219743194,0.24236387782204516,0.18127490039840635,0.15081341301460824,0.34271455843293486,0.3812455121846877,0.41690037800268254,0.2962736184783092,0.4666632875121363,0.08054585219360884,0.0705357305705547,0.054282842797692826,0.10789162951017105,0.3588842275191326,0.3621352838010204,0.34677350310241284,0.37026425316220235
khanhha_noisy2,phase_symmetry,24,24,0.21995198778000563,0.1941493962111251,0.15455667581015145,0.2935508203706038,0.36520584329349265,0.34661354581673304,0.244679614873838,0.49136993691899067,0.48957137397763917,0.5107802244985585,0.3831120763919398,0.596058396317073,0.12021681449065602,0.0816288515925407,0.07417313014545164,0.17951775922362379,0.3127565967793367,0.31370575573979587,0.3059214066485969,0.31918316276705994
