cohort,map,baseline,physical_scenes,delta_ap_tol2_mean,delta_ap_tol2_median,delta_ap_tol2_ci95_low,delta_ap_tol2_ci95_high,delta_ap_tol2_share_positive,delta_precision_top_p01_mean,delta_precision_top_p01_median,delta_precision_top_p01_ci95_low,delta_precision_top_p01_ci95_high,delta_precision_top_p01_share_positive,delta_skeleton_recall_top_p01_mean,delta_skeleton_recall_top_p01_median,delta_skeleton_recall_top_p01_ci95_low,delta_skeleton_recall_top_p01_ci95_high,delta_skeleton_recall_top_p01_share_positive,delta_response_mass_near_gt_mean,delta_response_mass_near_gt_median,delta_response_mass_near_gt_ci95_low,delta_response_mass_near_gt_ci95_high,delta_response_mass_near_gt_share_positive,delta_active_fraction_010_mean,delta_active_fraction_010_median,delta_active_fraction_010_ci95_low,delta_active_fraction_010_ci95_high,delta_active_fraction_010_share_positive
khanhha_original,frangi_relative,frangi_similarity_historical,24,-0.28770319644507836,-0.2571081803204683,-0.39027954051981634,-0.18511558058627497,0.1,-0.27249335989375834,-0.21713147410358563,-0.42745683930942896,-0.12848398074369197,0.20833333333333334,0.004493806899169799,-0.026111503175723343,-0.113738938052915,0.1357121081818274,0.4,-0.15985769188652435,-0.0837819762527943,-0.24649976882501504,-0.08266248681854146,0.08333333333333333,-0.11341079400510205,-0.1194893973214286,-0.13267097732647748,-0.09341696395355019,0.041666666666666664
khanhha_original,frangi_similarity_historical,frangi_similarity_historical,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
khanhha_original,fusion_ofs_profile,frangi_similarity_historical,24,-0.1817463879609788,-0.11502922742927794,-0.3018182657830856,-0.06322541681291706,0.2,-0.1409362549800797,-0.021912350597609542,-0.26460823373173975,-0.02223398074369206,0.25,0.11456464806199282,0.10760250445671546,0.00959972212529773,0.2262114199341241,0.6,0.2054271794234713,0.17577188834548,0.12156671720246474,0.29524401487433344,0.6666666666666666,-0.18728990619685373,-0.20356345663265313,-0.21826342109109267,-0.15511460077194947,0.041666666666666664
khanhha_original,fusion_precision,frangi_similarity_historical,24,-0.1830582110594801,-0.117693757204866,-0.303397510535007,-0.06409558371349316,0.2,-0.14425630810092963,-0.031872509960159404,-0.2655212483399734,-0.025479332669322733,0.25,0.11926214162868268,0.11509093855065414,0.01054595555482168,0.23490776744798028,0.6,0.19445096763471761,0.16549185290932658,0.11193861179247809,0.28355401589845614,0.625,-0.18594298070790818,-0.20343391262755106,-0.21681987736500852,-0.15399207290338013,0.041666666666666664
khanhha_original,fusion_reflectance,frangi_similarity_historical,24,-0.18120609774577776,-0.11551656388760743,-0.29796629872948244,-0.06326946596750159,0.2,-0.14757636122177956,-0.024900398406374452,-0.2680154382470119,-0.034113545816733086,0.25,0.11679297053299982,0.1261530974949221,0.01477492772571773,0.22493434712367752,0.65,0.18613510268429914,0.1632301919162274,0.10898622029926629,0.2725414231691199,0.625,-0.18439841757015307,-0.20343391262755106,-0.21495394544536564,-0.15194405276759146,0.041666666666666664
khanhha_original,line_step_bic,frangi_similarity_historical,24,-0.23251323162323967,-0.1949614826807016,-0.32811624939169676,-0.13881311692819684,0.15,-0.1579515272244356,-0.03884462151394426,-0.2710823373173971,-0.0506308100929615,0.20833333333333334,0.15381153138723708,0.12536636318283856,0.05142155438974103,0.2634749435644216,0.75,-0.12915676983539015,-0.0754979997873306,-0.19284843800220794,-0.06955201560146333,0.08333333333333333,0.03281864503613944,0.038404815051020405,0.010158139183407713,0.053336235617293754,0.7916666666666666
khanhha_original,ofs,frangi_similarity_historical,24,-0.16909034274430473,-0.0965767909389329,-0.2855512595848288,-0.05376043333494469,0.25,-0.13778220451527223,-0.02589641434262946,-0.2605473937583001,-0.021825199203187304,0.25,0.11263879984597283,0.10649376059828684,0.011832996361097277,0.22169158782713885,0.6,0.2272684924149265,0.22814253345131877,0.14251046139785709,0.3189307730916577,0.7083333333333334,-0.19105332562712585,-0.20400191326530615,-0.22102787770381588,-0.15942822929953238,0.0
khanhha_original,ofs_reflectance,frangi_similarity_historical,24,-0.16758649168114378,-0.09412086988289659,-0.28755876878782705,-0.05199142871801436,0.25,-0.14201527224435592,-0.01693227091633459,-0.26353129150066407,-0.02755436586985396,0.25,0.10865044426183304,0.10724864590385914,0.01051001260825791,0.20641930669237538,0.6,0.221627941277499,0.19488180615007877,0.13603685182364036,0.31358679609450824,0.7083333333333334,-0.1901888685161565,-0.20400191326530615,-0.2199476384792198,-0.15849356099861822,0.0
khanhha_original,paired_profile,frangi_similarity_historical,24,-0.2520460053142945,-0.21473315100211285,-0.35229170755129086,-0.15403295093589792,0.15,-0.16558764940239046,-0.11155378486055775,-0.2907619521912351,-0.0422456009296149,0.20833333333333334,0.15228447666363562,0.08393843210574368,0.04609178224956784,0.27437885415016017,0.7,-0.17408694369563213,-0.10025949962437154,-0.2566089404572267,-0.0972269116367291,0.041666666666666664,0.24555730495323128,0.22912348533163263,0.21996603206712373,0.2731004157033907,1.0
khanhha_original,phase_symmetry,frangi_similarity_historical,24,-0.1664979134643558,-0.13234435416075133,-0.2540957061407062,-0.0855697165795163,0.15,-0.10839973439575033,-0.06175298804780868,-0.21439450531208498,-0.00913014608233733,0.20833333333333334,0.22056680146648316,0.18623716688510264,0.13263952216659666,0.31825801057715647,0.8,-0.13950181182008237,-0.08693066984415054,-0.20454607491265053,-0.07833587027853356,0.08333333333333333,0.14180584343112246,0.12722217793367344,0.11463876322013179,0.17063361965880103,1.0
