case_name,shadow_kind,map,shadow_fraction,boundary_fraction,clean_crack_response,shadow_crack_response,crack_retention,clean_boundary_response,shadow_boundary_response,boundary_response_increase
CRACK500_20160308_073532_1_361.jpg,hard,frangi_similarity_historical,0.6054089604591837,0.03571428571428571,0.07928279787302017,0.08169005811214447,1.030362827751759,0.09766396880149841,0.10425779223442078,0.006593823432922363
CRACK500_20160308_073532_1_361.jpg,hard,frangi_relative,0.6054089604591837,0.03571428571428571,0.047238219529390335,0.04707546532154083,0.996554396524361,0.019052604213356972,0.014806261286139488,-0.0042463429272174835
CRACK500_20160308_073532_1_361.jpg,hard,black_tophat,0.6054089604591837,0.03571428571428571,0.26190876960754395,0.2577734887599945,0.9842109498820698,0.2299026995897293,0.23467117547988892,0.004768475890159607
CRACK500_20160308_073532_1_361.jpg,hard,derivative_pair,0.6054089604591837,0.03571428571428571,0.1915755718946457,0.19025418162345886,0.993102459832728,0.17424744367599487,0.11485683172941208,-0.059390611946582794
CRACK500_20160308_073532_1_361.jpg,hard,paired_profile,0.6054089604591837,0.03571428571428571,0.15828685462474823,0.15757890045642853,0.9955273346907334,0.1675700694322586,0.12693917751312256,-0.04063089191913605
CRACK500_20160308_073532_1_361.jpg,hard,line_step_bic,0.6054089604591837,0.03571428571428571,0.12201505899429321,0.12088484317064285,0.9907369980366669,0.11413577198982239,0.130345419049263,0.016209647059440613
CRACK500_20160308_073532_1_361.jpg,hard,phase_symmetry,0.6054089604591837,0.03571428571428571,0.11897985637187958,0.11819019913673401,0.9933630179691293,0.08628172427415848,0.13145969808101654,0.04517797380685806
CRACK500_20160308_073532_1_361.jpg,hard,ofs,0.6054089604591837,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
CRACK500_20160308_073532_1_361.jpg,hard,ofs_reflectance,0.6054089604591837,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
CRACK500_20160308_073532_1_361.jpg,hard,fusion_ofs_profile,0.6054089604591837,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
CRACK500_20160308_073532_1_361.jpg,hard,fusion_precision,0.6054089604591837,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
CRACK500_20160308_073532_1_361.jpg,hard,fusion_reflectance,0.6054089604591837,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
CRACK500_20160308_073532_1_361.jpg,hard,verified_frangi_ofs,0.6054089604591837,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
CRACK500_20160308_073532_1_361.jpg,hard,verified_frangi_bic,0.6054089604591837,0.03571428571428571,0.0526675283908844,0.05496705323457718,1.043660951583239,0.06164000555872917,0.0679982602596283,0.006358254700899124
CRACK500_20160308_073532_1_361.jpg,hard,verified_frangi_v2,0.6054089604591837,0.03571428571428571,0.05207580700516701,0.05459597706794739,1.048394057121184,0.05751923471689224,0.05326199159026146,-0.004257243126630783
CRACK500_20160308_073532_1_361.jpg,hard,verified_frangi_consensus,0.6054089604591837,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
CRACK500_20160308_073532_1_361.jpg,soft,frangi_similarity_historical,0.4705835459183674,0.19056919642857142,0.07928279787302017,0.04045797884464264,0.5102995205396911,0.0858941376209259,0.08197487890720367,-0.003919258713722229
CRACK500_20160308_073532_1_361.jpg,soft,frangi_relative,0.4705835459183674,0.19056919642857142,0.047238219529390335,0.038642287254333496,0.8180299651216039,0.02050394006073475,0.013136523775756359,-0.00736741628497839
CRACK500_20160308_073532_1_361.jpg,soft,black_tophat,0.4705835459183674,0.19056919642857142,0.26190876960754395,0.2617146968841553,0.9992589682419982,0.19277174770832062,0.1897592395544052,-0.0030125081539154053
CRACK500_20160308_073532_1_361.jpg,soft,derivative_pair,0.4705835459183674,0.19056919642857142,0.1915755718946457,0.19103194773197174,0.9971622993008947,0.16433563828468323,0.1590062826871872,-0.005329355597496033
CRACK500_20160308_073532_1_361.jpg,soft,paired_profile,0.4705835459183674,0.19056919642857142,0.15828685462474823,0.1577497273683548,0.9966065582405286,0.15217702090740204,0.15015961229801178,-0.002017408609390259
CRACK500_20160308_073532_1_361.jpg,soft,line_step_bic,0.4705835459183674,0.19056919642857142,0.12201505899429321,0.12125343829393387,0.9937578964087218,0.09355258196592331,0.0935516506433487,-9.313225746154785e-07
CRACK500_20160308_073532_1_361.jpg,soft,phase_symmetry,0.4705835459183674,0.19056919642857142,0.11897985637187958,0.11908239871263504,1.0008617621105322,0.07596711814403534,0.07601959258317947,5.247443914413452e-05
CRACK500_20160308_073532_1_361.jpg,soft,ofs,0.4705835459183674,0.19056919642857142,0.0,0.0,0.0,7.10436961526284e-06,0.0,-7.10436961526284e-06
CRACK500_20160308_073532_1_361.jpg,soft,ofs_reflectance,0.4705835459183674,0.19056919642857142,0.0,0.0,0.0,6.426979325624416e-06,7.257303423102712e-06,8.303240974782966e-07
CRACK500_20160308_073532_1_361.jpg,soft,fusion_ofs_profile,0.4705835459183674,0.19056919642857142,0.0,0.0,0.0,4.63260876131244e-05,0.0,-4.63260876131244e-05
