name,with_evidence_iou,with_evidence_dice,with_evidence_precision,with_evidence_recall,with_evidence_components_pred,with_evidence_skeleton_covered,no_evidence_iou,no_evidence_dice,no_evidence_precision,no_evidence_recall,no_evidence_components_pred,no_evidence_skeleton_covered
CRACK500_20160316_143629_1281_721.jpg,0.512228,0.677448,0.747312,0.619530,1.000000,0.532020,0.512228,0.677448,0.747312,0.619530,1.000000,0.532020
CRACK500_20160316_143629_1921_721.jpg,0.624498,0.768851,0.966997,0.638099,2.000000,0.674556,0.624498,0.768851,0.966997,0.638099,2.000000,0.674556
CRACK500_20160316_144203_1281_721.jpg,0.759132,0.863075,0.945819,0.793645,5.000000,0.882588,0.759132,0.863075,0.945819,0.793645,5.000000,0.882588
CRACK500_20160316_144212_1921_721.jpg,0.802427,0.890385,0.907779,0.873645,1.000000,0.908333,0.802427,0.890385,0.907779,0.873645,1.000000,0.908333
CRACK500_20160316_144212_641_721.jpg,0.769764,0.869906,0.902084,0.839945,3.000000,0.855670,0.769764,0.869906,0.902084,0.839945,3.000000,0.855670
CRACK500_20160316_144230_641_1.jpg,0.580410,0.734506,0.951752,0.598005,1.000000,0.977178,0.580410,0.734506,0.951752,0.598005,1.000000,0.977178
CRACK500_20160316_144241_641_361.jpg,0.592707,0.744276,0.804555,0.692400,4.000000,0.785714,0.592707,0.744276,0.804555,0.692400,4.000000,0.785714
CRACK500_20160316_144431_641_1081.jpg,0.739021,0.849928,0.883255,0.819024,1.000000,0.931777,0.739021,0.849928,0.883255,0.819024,1.000000,0.931777
CRACK500_20160316_183217_1281_1.jpg,0.798632,0.888044,0.818831,0.970037,1.000000,0.997807,0.798632,0.888044,0.818831,0.970037,1.000000,0.997807
CRACK500_20160318_084343_1281_361.jpg,0.722208,0.838700,0.893236,0.790440,3.000000,0.808389,0.722208,0.838700,0.893236,0.790440,3.000000,0.808389
CRACK500_20160318_181602_1281_361.jpg,0.739342,0.850140,0.829231,0.872131,2.000000,0.885899,0.739342,0.850140,0.829231,0.872131,2.000000,0.885899
CRACK500_20160318_181627_1_721.jpg,0.779918,0.876353,0.900751,0.853241,1.000000,0.901569,0.779918,0.876353,0.900751,0.853241,1.000000,0.901569
CRACK500_20160318_181632_1_1.jpg,0.885516,0.939282,0.936397,0.942185,1.000000,0.994220,0.885516,0.939282,0.936397,0.942185,1.000000,0.994220
CRACK500_20160318_181632_1_361.jpg,0.851260,0.919655,0.951464,0.889903,1.000000,0.743243,0.851260,0.919655,0.951464,0.889903,1.000000,0.743243
CRACK500_20160318_181632_641_1.jpg,0.625657,0.769728,0.948871,0.647485,1.000000,0.684211,0.625657,0.769728,0.948871,0.647485,1.000000,0.684211
CRACK500_20160321_183951_1_361.jpg,0.832689,0.908707,0.935282,0.883601,1.000000,0.963975,0.832689,0.908707,0.935282,0.883601,1.000000,0.963975
CRACK500_20160321_185457_1281_1.jpg,0.713387,0.832721,0.926468,0.756203,1.000000,0.840909,0.713387,0.832721,0.926468,0.756203,1.000000,0.840909
CRACK500_20160321_185457_1921_1.jpg,0.394381,0.565672,0.742948,0.456699,1.000000,0.435626,0.394381,0.565672,0.742948,0.456699,1.000000,0.435626
CRACK500_20160321_185518_1921_721.jpg,0.840533,0.913358,0.954800,0.875364,1.000000,0.890090,0.840533,0.913358,0.954800,0.875364,1.000000,0.890090
CRACK500_20160321_185518_1_721.jpg,0.538782,0.700271,0.651944,0.756335,1.000000,0.845188,0.538782,0.700271,0.651944,0.756335,1.000000,0.845188
CRACK500_20160321_185534_1281_721.jpg,0.822575,0.902652,0.900800,0.904512,1.000000,0.948837,0.822575,0.902652,0.900800,0.904512,1.000000,0.948837
CRACK500_20160321_185557_1_361.jpg,0.804310,0.891543,0.893678,0.889418,1.000000,0.846154,0.804310,0.891543,0.893678,0.889418,1.000000,0.846154
CRACK500_20160321_185557_641_721.jpg,0.823228,0.903044,0.942719,0.866574,1.000000,0.950069,0.823228,0.903044,0.942719,0.866574,1.000000,0.950069
CRACK500_20160321_185637_1_1081.jpg,0.752709,0.858910,0.962489,0.775457,1.000000,0.842893,0.752709,0.858910,0.962489,0.775457,1.000000,0.842893
CRACK500_20160324_165857_1281_361.jpg,0.825532,0.904429,0.978718,0.840622,1.000000,0.937716,0.825532,0.904429,0.978718,0.840622,1.000000,0.937716
CRACK500_20160324_165857_641_361.jpg,0.824043,0.903534,0.956232,0.856342,2.000000,0.970430,0.824043,0.903534,0.956232,0.856342,2.000000,0.970430
CRACK500_20160324_170309_641_1.jpg,0.728919,0.843208,0.850118,0.836409,1.000000,0.972574,0.728919,0.843208,0.850118,0.836409,1.000000,0.972574
CRACK500_20160324_170309_641_361.jpg,0.721677,0.838342,0.966269,0.740328,1.000000,0.989247,0.721677,0.838342,0.966269,0.740328,1.000000,0.989247
CRACK500_20160324_170309_641_721.jpg,0.662992,0.797349,0.967655,0.678018,1.000000,0.968421,0.662992,0.797349,0.967655,0.678018,1.000000,0.968421
CRACK500_20160324_170323_1_721.jpg,0.794757,0.885643,0.956522,0.824544,1.000000,0.904762,0.794757,0.885643,0.956522,0.824544,1.000000,0.904762
CRACK500_20160324_170347_1281_361.jpg,0.667749,0.800779,0.746211,0.863957,1.000000,0.931250,0.667749,0.800779,0.746211,0.863957,1.000000,0.931250
CRACK500_20160324_170347_1281_721.jpg,0.623749,0.768283,0.900647,0.669839,1.000000,0.889714,0.623749,0.768283,0.900647,0.669839,1.000000,0.889714
CRACK500_20160324_170542_1_721.jpg,0.641334,0.781479,0.705339,0.876046,2.000000,0.906383,0.641334,0.781479,0.705339,0.876046,2.000000,0.906383
CRACK500_20160325_185829_641_361.jpg,0.403605,0.575098,0.422527,0.900126,2.000000,0.971930,0.403605,0.575098,0.422527,0.900126,2.000000,0.971930
CRACK500_20160326_141812_1281_721.jpg,0.270191,0.425434,0.281031,0.875076,4.000000,0.960352,0.270191,0.425434,0.281031,0.875076,4.000000,0.960352
CRACK500_20160326_141812_1921_721.jpg,0.541361,0.702446,0.695900,0.709116,2.000000,0.699284,0.541361,0.702446,0.695900,0.709116,2.000000,0.699284
CRACK500_20160326_142309_1281_721.jpg,0.845727,0.916416,0.913098,0.919759,1.000000,0.931507,0.845727,0.916416,0.913098,0.919759,1.000000,0.931507
CRACK500_20160326_142354_641_1081.jpg,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
CRACK500_20160326_142403_1921_361.jpg,0.145167,0.253529,0.661654,0.156807,1.000000,0.187500,0.145167,0.253529,0.661654,0.156807,1.000000,0.187500
CRACK500_20160326_150104_1921_361.jpg,0.470810,0.640205,0.940975,0.485138,5.000000,1.000000,0.470810,0.640205,0.940975,0.485138,5.000000,1.000000
CRACK500_20160326_150104_1_361.jpg,0.479537,0.648226,0.852677,0.522857,8.000000,0.633045,0.479537,0.648226,0.852677,0.522857,8.000000,0.633045
CRACK500_20160326_162529_641_361.jpg,0.743836,0.853103,0.957753,0.769070,1.000000,0.917772,0.743836,0.853103,0.957753,0.769070,1.000000,0.917772
CRACK500_20160326_162532_1921_361.jpg,0.896976,0.945690,0.918586,0.974443,1.000000,1.000000,0.896976,0.945690,0.918586,0.974443,1.000000,1.000000
CRACK500_20160326_162532_1_721.jpg,0.715731,0.834316,0.754911,0.932390,2.000000,1.000000,0.715731,0.834316,0.754911,0.932390,2.000000,1.000000
CRACK500_20160326_174634_1921_361.jpg,0.611919,0.759243,0.853378,0.683812,1.000000,0.663158,0.611919,0.759243,0.853378,0.683812,1.000000,0.663158
CRACK500_20160326_174634_641_721.jpg,0.536006,0.697922,0.787767,0.626472,5.000000,0.721311,0.536006,0.697922,0.787767,0.626472,5.000000,0.721311
CRACK500_20160328_150820_641_361.jpg,0.812383,0.896480,0.872105,0.922258,1.000000,0.901099,0.812383,0.896480,0.872105,0.922258,1.000000,0.901099
CRACK500_20160328_150821_1281_361.jpg,0.765316,0.867058,0.916029,0.823057,1.000000,0.930197,0.765316,0.867058,0.916029,0.823057,1.000000,0.930197
CRACK500_20160328_150821_1_721.jpg,0.643033,0.782739,0.711574,0.869720,3.000000,0.830460,0.643033,0.782739,0.711574,0.869720,3.000000,0.830460
CRACK500_20160328_150821_641_361.jpg,0.751272,0.857973,0.908897,0.812452,1.000000,0.855276,0.751272,0.857973,0.908897,0.812452,1.000000,0.855276
CRACK500_20160328_150827_1281_1081.jpg,0.878071,0.935078,0.930400,0.939802,1.000000,0.978062,0.878071,0.935078,0.930400,0.939802,1.000000,0.978062
CRACK500_20160328_150927_1281_721.jpg,0.574569,0.729812,0.763969,0.698578,1.000000,0.777011,0.574569,0.729812,0.763969,0.698578,1.000000,0.777011
CRACK500_20160328_150932_1921_361.jpg,0.571283,0.727155,0.681383,0.779520,9.000000,0.803831,0.571283,0.727155,0.681383,0.779520,9.000000,0.803831
CRACK500_20160328_150932_641_361.jpg,0.732226,0.845416,0.835065,0.856027,1.000000,0.928922,0.732226,0.845416,0.835065,0.856027,1.000000,0.928922
CRACK500_20160328_150933_1921_361.jpg,0.611664,0.759047,0.741202,0.777772,1.000000,0.844298,0.611664,0.759047,0.741202,0.777772,1.000000,0.844298
CRACK500_20160328_150940_1281_361.jpg,0.318854,0.483531,0.522761,0.449779,2.000000,0.478261,0.318854,0.483531,0.522761,0.449779,2.000000,0.478261
CRACK500_20160328_150940_1_1081.jpg,0.167999,0.287670,0.687415,0.181895,3.000000,0.175468,0.167999,0.287670,0.687415,0.181895,3.000000,0.175468
