name,k0_iou_dilate_both,k0_iou_buffered,k0_precision,k0_recall,k0_f1,k1_iou_dilate_both,k1_iou_buffered,k1_precision,k1_recall,k1_f1,k2_iou_dilate_both,k2_iou_buffered,k2_precision,k2_recall,k2_f1,k3_iou_dilate_both,k3_iou_buffered,k3_precision,k3_recall,k3_f1,k5_iou_dilate_both,k5_iou_buffered,k5_precision,k5_recall,k5_f1,k8_iou_dilate_both,k8_iou_buffered,k8_precision,k8_recall,k8_f1
CFD_001,0.376670,0.376670,0.377085,0.997087,0.547219,0.476934,0.543820,0.544067,0.999168,0.704512,0.545322,0.689446,0.689644,0.999584,0.816180,0.608710,0.833648,0.833648,1.000000,0.909278,0.698935,0.984419,0.984419,1.000000,0.992148,0.770478,1.000000,1.000000,1.000000,1.000000
CFD_007,0.301503,0.301503,0.301551,0.999464,0.463315,0.411593,0.475921,0.475921,1.000000,0.644914,0.484365,0.628474,0.628474,1.000000,0.771857,0.547411,0.783775,0.783775,1.000000,0.878782,0.642356,0.970588,0.970588,1.000000,0.985075,0.718059,0.998061,0.998061,1.000000,0.999029
CFD_011,0.208138,0.208138,0.209042,0.979661,0.344560,0.308444,0.341233,0.342978,0.985311,0.508835,0.382960,0.461805,0.464256,0.988701,0.631829,0.454586,0.596046,0.598071,0.994350,0.746903,0.562036,0.834720,0.834720,1.000000,0.909915,0.654910,0.982278,0.982278,1.000000,0.991060
CFD_013,0.435410,0.435410,0.436874,0.992361,0.606670,0.520192,0.586260,0.587177,0.997343,0.739173,0.579047,0.717388,0.717816,0.999170,0.835441,0.631107,0.841830,0.841948,0.999834,0.914123,0.708655,0.974340,0.974340,1.000000,0.987003,0.775086,1.000000,1.000000,1.000000,1.000000
CFD_014,0.276324,0.276324,0.276963,0.991713,0.433000,0.379394,0.428844,0.428946,0.999448,0.600268,0.451570,0.562259,0.562259,1.000000,0.719802,0.517667,0.697578,0.697578,1.000000,0.821851,0.622276,0.902021,0.902021,1.000000,0.948487,0.712767,0.992902,0.992902,1.000000,0.996439
CFD_019,0.489526,0.489526,0.501681,0.952842,0.657291,0.583773,0.667164,0.680039,0.972405,0.800358,0.645018,0.806317,0.818497,0.981878,0.892774,0.692520,0.915127,0.926813,0.986409,0.955683,0.763534,0.987197,0.998699,0.988468,0.993557,0.819490,0.990527,1.000000,0.990527,0.995241
CFD_037,0.289169,0.289169,0.336907,0.671141,0.448613,0.396629,0.436030,0.535273,0.701647,0.607271,0.466902,0.559138,0.707095,0.727679,0.717240,0.523369,0.663892,0.857274,0.746390,0.797999,0.603852,0.762654,0.987340,0.770185,0.865347,0.678795,0.792492,0.999898,0.792556,0.884235
CFD_040,0.269339,0.269339,0.276367,0.913731,0.424377,0.358093,0.407568,0.422269,0.921304,0.579109,0.417441,0.519726,0.542277,0.925914,0.683973,0.472455,0.622583,0.652126,0.932170,0.767398,0.553898,0.758824,0.794343,0.944353,0.862877,0.622326,0.803116,0.833284,0.956865,0.890809
CFD_047,0.179030,0.179030,0.193150,0.710064,0.303691,0.271028,0.303945,0.346808,0.710921,0.466193,0.334617,0.409872,0.491845,0.710921,0.581431,0.386206,0.509103,0.642008,0.710921,0.674710,0.458032,0.649865,0.883271,0.710921,0.787779,0.522226,0.711947,0.996971,0.713490,0.831740
CFD_070,0.294382,0.294382,0.294530,0.998304,0.454862,0.392821,0.452635,0.452635,1.000000,0.623192,0.457978,0.592061,0.592061,1.000000,0.743767,0.515670,0.729653,0.729653,1.000000,0.843699,0.598266,0.888092,0.888092,1.000000,0.940730,0.671075,0.924616,0.924616,1.000000,0.960832
CFD_080,0.343225,0.343225,0.343292,0.999424,0.511046,0.428999,0.480609,0.480609,1.000000,0.649205,0.490271,0.604867,0.604867,1.000000,0.753791,0.546942,0.738623,0.738623,1.000000,0.849664,0.632573,0.941235,0.941235,1.000000,0.969728,0.708384,0.999307,0.999307,1.000000,0.999654
CFD_082,0.241421,0.241421,0.255238,0.816832,0.388942,0.322432,0.358972,0.388975,0.823132,0.528299,0.377960,0.459237,0.507805,0.827633,0.629421,0.427065,0.559497,0.631979,0.829883,0.717535,0.500778,0.707202,0.822247,0.834833,0.828493,0.566393,0.793576,0.934046,0.840684,0.884909
CFD_084,0.469921,0.469921,0.472857,0.986960,0.639382,0.567397,0.654491,0.657906,0.992131,0.791169,0.632096,0.804515,0.808488,0.993930,0.891669,0.687125,0.920521,0.924171,0.995728,0.958616,0.764763,0.993479,0.995261,0.998201,0.996729,0.826836,1.000000,1.000000,1.000000,1.000000
CFD_088,0.534991,0.534991,0.542610,0.974423,0.697061,0.648104,0.774843,0.780995,0.989937,0.873140,0.710827,0.923160,0.927854,0.994549,0.960045,0.758844,0.988760,0.992062,0.996646,0.994348,0.823882,0.999161,1.000000,0.999161,0.999581,0.873059,1.000000,1.000000,1.000000,1.000000
CFD_108,0.399779,0.399779,0.409830,0.942199,0.571203,0.518279,0.600505,0.616446,0.958714,0.750394,0.592691,0.768362,0.786200,0.971317,0.869010,0.659101,0.907860,0.923062,0.982182,0.951705,0.749977,0.994760,0.997353,0.997392,0.997373,0.817528,1.000000,1.000000,1.000000,1.000000
CFD_109,0.431561,0.431561,0.462554,0.865606,0.602924,0.518419,0.593132,0.642004,0.886256,0.744612,0.573632,0.725709,0.789255,0.900135,0.841056,0.619002,0.837854,0.911903,0.911645,0.911774,0.690892,0.924248,0.994211,0.929248,0.960633,0.743422,0.947529,1.000000,0.947529,0.973058
CFD_111,0.419679,0.419679,0.432159,0.935622,0.591231,0.540140,0.638245,0.662555,0.945637,0.779181,0.606378,0.800086,0.835683,0.949452,0.888942,0.662651,0.906763,0.951322,0.950882,0.951102,0.736990,0.950264,0.996696,0.953267,0.974498,0.794963,0.954220,1.000000,0.954220,0.976574
CFD_118,0.329200,0.329200,0.330788,0.985629,0.495336,0.454623,0.524823,0.527331,0.991018,0.688372,0.535068,0.691350,0.694534,0.993413,0.817513,0.606327,0.851952,0.853698,0.997605,0.920058,0.703422,0.988344,0.988344,1.000000,0.994138,0.775628,0.999397,0.999397,1.000000,0.999698
CRACK500_20160222_080933_361_1,0.885998,0.885998,0.981965,0.900654,0.939553,0.890493,0.934936,0.995109,0.939252,0.966374,0.895029,0.964569,0.999287,0.965234,0.981965,0.903288,0.985607,1.000000,0.985607,0.992752,0.914196,0.998318,1.000000,0.998318,0.999158,0.923777,1.000000,1.000000,1.000000,1.000000
CRACK500_20160222_081031_641_361,0.775530,0.775530,0.810903,0.946748,0.873576,0.787351,0.807254,0.836489,0.958501,0.893348,0.796885,0.833488,0.857132,0.967964,0.909183,0.806754,0.859851,0.877957,0.976577,0.924645,0.824851,0.900098,0.910703,0.987228,0.947423,0.845331,0.935841,0.941523,0.993593,0.966857
CRACK500_20160222_081102_1921_721,0.465116,0.465116,0.482897,0.926641,0.634921,0.493218,0.525248,0.541173,0.946947,0.688738,0.515394,0.579703,0.593412,0.961676,0.733940,0.536345,0.634251,0.644310,0.975976,0.776198,0.570632,0.718187,0.723899,0.989132,0.835982,0.607196,0.797945,0.802370,0.993136,0.887619
CRACK500_20160222_081102_1_721,0.576861,0.576861,0.589980,0.962883,0.731657,0.622012,0.670397,0.680949,0.977407,0.802680,0.657572,0.751633,0.760053,0.985476,0.858208,0.689742,0.825013,0.830587,0.991931,0.904117,0.744459,0.927743,0.929136,0.998386,0.962517,0.801513,0.988134,0.988134,1.000000,0.994032
CRACK500_20160222_081111_641_361,0.704954,0.704954,0.748910,0.923140,0.826948,0.760188,0.849544,0.870935,0.971901,0.918652,0.796919,0.931732,0.938652,0.992149,0.964659,0.823982,0.970725,0.971505,0.999174,0.985145,0.858662,0.994133,0.994133,1.000000,0.997058,0.891363,1.000000,1.000000,1.000000,1.000000
CRACK500_20160222_081113_1921_721,0.637494,0.637494,0.711941,0.859083,0.778621,0.670180,0.712902,0.768502,0.907866,0.832391,0.694749,0.772288,0.809305,0.944086,0.871515,0.716730,0.822368,0.842885,0.971251,0.902527,0.752283,0.889047,0.891567,0.996831,0.941265,0.784665,0.942595,0.942595,1.000000,0.970449
CRACK500_20160222_081839_1_721,0.600686,0.600686,0.629461,0.929279,0.750535,0.648146,0.702289,0.718204,0.969413,0.825111,0.684611,0.769259,0.777844,0.985856,0.869584,0.720499,0.819630,0.823713,0.993989,0.900875,0.774142,0.877181,0.878683,0.998055,0.934572,0.820993,0.927665,0.927665,1.000000,0.962475
CRACK500_20160222_081908_641_721,0.686254,0.686254,0.856005,0.775814,0.813939,0.739975,0.850525,0.963758,0.878627,0.919226,0.775933,0.928528,0.997075,0.931065,0.962940,0.804606,0.956546,0.999837,0.956695,0.977790,0.843887,0.975549,1.000000,0.975549,0.987623,0.874186,0.986007,1.000000,0.986007,0.992954
CRACK500_20160222_114759_1921_361,0.623466,0.623466,0.693732,0.860245,0.768068,0.652554,0.723712,0.801156,0.882170,0.839714,0.673997,0.791866,0.875398,0.892456,0.883845,0.692676,0.837000,0.924753,0.898171,0.911268,0.720370,0.879651,0.970421,0.903886,0.935972,0.748537,0.902904,0.991788,0.909705,0.948975
CRACK500_20160222_114759_1921_721,0.714894,0.714894,0.782155,0.892626,0.833747,0.718331,0.774426,0.838387,0.910322,0.872875,0.721203,0.812572,0.876807,0.917298,0.896595,0.724191,0.840077,0.905631,0.920671,0.913089,0.730239,0.873360,0.940286,0.924644,0.932399,0.735208,0.892979,0.959435,0.928017,0.943464
CRACK500_20160222_114759_641_361,0.611364,0.611364,0.687154,0.847165,0.758816,0.659294,0.771923,0.853977,0.889304,0.871283,0.690229,0.855008,0.937075,0.907088,0.921838,0.715944,0.893327,0.970315,0.918428,0.943659,0.753297,0.919953,0.984321,0.933634,0.958308,0.786495,0.936650,0.989129,0.946392,0.967289
CRACK500_20160222_115219_1281_721,0.546688,0.546688,0.653584,0.769720,0.706914,0.590208,0.674696,0.761457,0.855522,0.805753,0.619888,0.762415,0.830552,0.902851,0.865194,0.647279,0.819041,0.872385,0.930529,0.900519,0.679997,0.856760,0.901293,0.945475,0.922855,0.705746,0.871799,0.909753,0.954332,0.931509
CRACK500_20160222_115224_1281_1081,0.780414,0.780414,0.874336,0.879008,0.876666,0.809318,0.886935,0.942377,0.937794,0.940080,0.830982,0.949074,0.976185,0.971569,0.973872,0.852056,0.984348,0.991920,0.992304,0.992112,0.880728,0.999362,0.999362,1.000000,0.999681,0.905979,1.000000,1.000000,1.000000,1.000000
CRACK500_20160222_115224_1281_361,0.360672,0.360672,0.431108,0.688232,0.530138,0.422385,0.466456,0.571594,0.717190,0.636168,0.465177,0.518274,0.642995,0.727665,0.682715,0.502799,0.557319,0.697414,0.735059,0.715742,0.555795,0.616234,0.777692,0.747998,0.762556,0.609892,0.668355,0.845234,0.761553,0.801214
CRACK500_20160222_115305_1281_1081,0.580541,0.580541,0.592784,0.965645,0.734610,0.631905,0.687380,0.693063,0.988212,0.814731,0.669676,0.767983,0.770082,0.996463,0.868767,0.701306,0.839848,0.839967,0.999832,0.912954,0.755289,0.919673,0.919673,1.000000,0.958156,0.808673,0.969710,0.969710,1.000000,0.984622
CRACK500_20160222_115305_1921_361,0.687490,0.687490,0.793578,0.837205,0.814808,0.729667,0.803846,0.876697,0.906310,0.891258,0.760139,0.879563,0.922202,0.950058,0.935923,0.786983,0.928748,0.949541,0.976965,0.963058,0.825226,0.966433,0.972661,0.993419,0.982930,0.861039,0.984037,0.984037,1.000000,0.991954
CRACK500_20160222_115305_641_1,0.687090,0.687090,0.873793,0.762790,0.814527,0.733540,0.817441,0.931958,0.869324,0.899552,0.768517,0.908376,0.964662,0.939644,0.951988,0.797804,0.965174,0.985075,0.979498,0.982278,0.838430,0.999397,0.999781,0.999617,0.999699,0.874381,1.000000,1.000000,1.000000,1.000000
CRACK500_20160222_115305_641_721,0.614178,0.614178,0.823675,0.707153,0.760979,0.659426,0.723188,0.908847,0.779745,0.839361,0.694888,0.785158,0.952568,0.817103,0.879651,0.723129,0.824835,0.974840,0.842776,0.904010,0.763702,0.868228,0.992988,0.873584,0.929467,0.801706,0.893084,0.999588,0.893414,0.943523
CRACK500_20160222_115324_1281_721,0.639510,0.639510,0.733209,0.833451,0.780123,0.692030,0.734501,0.830750,0.863754,0.846931,0.734128,0.806000,0.897499,0.887714,0.892580,0.774791,0.864051,0.943997,0.910735,0.927068,0.833677,0.936833,0.986981,0.948555,0.967387,0.880049,0.981948,0.999793,0.982147,0.990892
CRACK500_20160222_115324_641_1081,0.551212,0.551212,0.902333,0.586185,0.710686,0.585116,0.613736,0.935168,0.641009,0.760640,0.615322,0.668898,0.956406,0.689934,0.801605,0.643268,0.718947,0.968702,0.736044,0.836497,0.688955,0.802419,0.982954,0.813742,0.890380,0.736706,0.886088,0.992595,0.891985,0.939604
CRACK500_20160222_115519_641_721,0.701744,0.701744,0.864356,0.788587,0.824735,0.777008,0.893673,0.970610,0.918529,0.943852,0.819633,0.968238,0.995855,0.972155,0.983863,0.850025,0.984784,0.998493,0.986250,0.992333,0.890680,0.993469,1.000000,0.993469,0.996724,0.914693,0.999312,1.000000,0.999312,0.999656
CRACK500_20160222_115828_641_1,0.595179,0.595179,0.713629,0.781936,0.746223,0.641693,0.754583,0.828243,0.894566,0.860128,0.670059,0.843939,0.885057,0.947823,0.915366,0.693420,0.882146,0.907718,0.969054,0.937383,0.724333,0.902134,0.918555,0.980569,0.948549,0.753900,0.915541,0.924466,0.989565,0.955908
CRACK500_20160222_115833_1921_1081,0.539139,0.539139,0.547850,0.971353,0.700572,0.620046,0.711278,0.714889,0.992948,0.831283,0.675710,0.831852,0.832463,0.999119,0.908209,0.723604,0.911757,0.911757,1.000000,0.953842,0.790125,0.974397,0.974397,1.000000,0.987033,0.841006,0.997266,0.997266,1.000000,0.998631
CRACK500_20160222_115833_641_361,0.714490,0.714490,0.777482,0.898153,0.833472,0.754899,0.841446,0.893404,0.935351,0.913897,0.782797,0.887826,0.933600,0.947665,0.940580,0.807310,0.909388,0.948479,0.956644,0.952544,0.842295,0.930196,0.960027,0.967676,0.963836,0.874595,0.946482,0.967133,0.977937,0.972505
CRACK500_20160222_115843_1281_361,0.655530,0.655530,0.669427,0.969305,0.791928,0.729374,0.877033,0.880755,0.995204,0.934488,0.774960,0.959148,0.959589,0.999520,0.979148,0.810666,0.982113,0.982113,1.000000,0.990976,0.852555,0.995363,0.995363,1.000000,0.997676,0.888061,1.000000,1.000000,1.000000,1.000000
CRACK500_20160222_115847_1281_361,0.596154,0.596154,0.604573,0.977174,0.746988,0.669556,0.797536,0.798924,0.997826,0.887366,0.715350,0.896436,0.896436,1.000000,0.945390,0.753180,0.938803,0.938803,1.000000,0.968436,0.801995,0.968393,0.968393,1.000000,0.983943,0.861367,0.990585,0.990585,1.000000,0.995270
CRACK500_20160222_115847_641_361,0.636117,0.636117,0.646637,0.975062,0.777594,0.706457,0.850695,0.855568,0.993350,0.919325,0.750436,0.948335,0.949835,0.998337,0.973482,0.784417,0.968578,0.968578,1.000000,0.984038,0.822896,0.976295,0.976295,1.000000,0.988006,0.863074,0.984013,0.984013,1.000000,0.991942
CRACK500_20160222_163940_1281_1081,0.250689,0.250689,0.297358,0.614984,0.400882,0.345017,0.364866,0.431195,0.703434,0.534654,0.421961,0.486942,0.560755,0.787201,0.654957,0.483431,0.603084,0.675472,0.849116,0.752405,0.577956,0.778614,0.832704,0.922997,0.875529,0.664982,0.903862,0.925283,0.975026,0.949503
CRACK500_20160222_163940_1_1081,0.474690,0.474690,0.674151,0.616033,0.643783,0.537061,0.574352,0.758014,0.703305,0.729636,0.588207,0.666801,0.824165,0.777394,0.800097,0.634397,0.756433,0.880254,0.843199,0.861328,0.704797,0.889109,0.953141,0.929749,0.941300,0.769335,0.967548,0.988608,0.978457,0.983506
CRACK500_20160222_163940_1_361,0.340954,0.340954,0.607401,0.437333,0.508524,0.411467,0.442156,0.694405,0.548979,0.613188,0.474002,0.541498,0.765983,0.648838,0.702561,0.530764,0.642345,0.829781,0.739831,0.782229,0.616132,0.808695,0.918341,0.871353,0.894230,0.695170,0.931595,0.977336,0.952165,0.964586
CRACK500_20160222_163940_641_1081,0.451083,0.451083,0.688102,0.567018,0.621719,0.502443,0.536422,0.751328,0.652219,0.698275,0.543580,0.612004,0.797352,0.724729,0.759308,0.578318,0.679498,0.835720,0.784251,0.809168,0.633925,0.793501,0.895163,0.874796,0.884862,0.693478,0.898502,0.943709,0.949384,0.946538
CRACK500_20160222_164141_1281_1,0.515505,0.515505,0.704835,0.657430,0.680308,0.586582,0.656014,0.823310,0.763505,0.792280,0.639925,0.764698,0.897161,0.838167,0.866661,0.685835,0.848799,0.948220,0.890054,0.918217,0.750670,0.927692,0.986168,0.939923,0.962490,0.807026,0.956721,0.992242,0.963931,0.977882
CRACK500_20160222_164141_1921_721,0.544962,0.544962,0.726675,0.685466,0.705470,0.610678,0.676514,0.833936,0.781841,0.807048,0.659877,0.782930,0.905963,0.852185,0.878251,0.701545,0.868014,0.952694,0.907112,0.929344,0.760580,0.952291,0.987188,0.964208,0.975563,0.814380,0.988641,0.996879,0.991711,0.994288
CRACK500_20160222_164141_1_1081,0.618166,0.618166,0.791187,0.738680,0.764033,0.653396,0.709465,0.862131,0.800259,0.830043,0.682164,0.788854,0.915754,0.850582,0.881966,0.709022,0.859573,0.956769,0.894308,0.924485,0.747429,0.932600,0.992379,0.939327,0.965125,0.778043,0.962354,1.000000,0.962354,0.980816
CRACK500_20160222_164822_1281_1,0.588634,0.588634,0.588634,1.000000,0.741057,0.600082,0.634317,0.634317,1.000000,0.776247,0.609908,0.671475,0.671475,1.000000,0.803452,0.620499,0.705355,0.705355,1.000000,0.827224,0.638699,0.762404,0.762404,1.000000,0.865187,0.658487,0.820546,0.820546,1.000000,0.901429
CRACK500_20160222_164822_641_1,0.762303,0.762303,0.768455,0.989607,0.865121,0.784582,0.830316,0.832542,0.996790,0.907293,0.803227,0.888195,0.888678,0.999389,0.940787,0.821087,0.935082,0.935082,1.000000,0.966452,0.851098,0.985996,0.985996,1.000000,0.992948,0.877633,0.999763,0.999763,1.000000,0.999881
CRACK500_20160222_164822_641_361,0.801706,0.801706,0.818436,0.975137,0.889941,0.826811,0.879553,0.891554,0.984926,0.935917,0.846922,0.936694,0.945449,0.990211,0.967312,0.860218,0.969570,0.976668,0.992561,0.984550,0.884098,0.996541,0.999671,0.996868,0.998268,0.908350,1.000000,1.000000,1.000000,1.000000
CRACK500_20160222_164825_641_721,0.779680,0.779680,0.798141,0.971189,0.876202,0.794618,0.834866,0.847769,0.982095,0.910002,0.806867,0.878580,0.887633,0.988524,0.935366,0.819551,0.918842,0.924620,0.993245,0.957705,0.840810,0.969886,0.973045,0.996663,0.984713,0.862796,0.995352,0.996321,0.999023,0.997671
CRACK500_20160222_164851_641_1081,0.643920,0.643920,0.672064,0.938937,0.783396,0.683324,0.750289,0.768562,0.969285,0.857332,0.714187,0.826797,0.838599,0.983263,0.905188,0.739455,0.873947,0.881385,0.990436,0.932734,0.776995,0.918851,0.920879,0.997609,0.957710,0.815967,0.949447,0.949447,1.000000,0.974068
CRACK500_20160222_164936_641_361,0.483800,0.483800,0.493650,0.960392,0.652110,0.525883,0.562871,0.570819,0.975858,0.720304,0.560561,0.636875,0.642269,0.986986,0.778160,0.593724,0.706974,0.708968,0.996039,0.828336,0.647098,0.810373,0.810373,1.000000,0.895255,0.701984,0.904799,0.904799,1.000000,0.950020
CRACK500_20160222_165037_1921_361,0.599226,0.599226,0.614501,0.960170,0.749395,0.649648,0.714272,0.724613,0.980411,0.833324,0.686376,0.805316,0.810907,0.991512,0.892161,0.716265,0.886560,0.887589,0.998694,0.939869,0.762774,0.965733,0.965733,1.000000,0.982568,0.806259,0.996030,0.996030,1.000000,0.998011
CRACK500_20160222_165037_1_361,0.662326,0.662326,0.666323,0.991023,0.796866,0.679256,0.709147,0.711664,0.995037,0.829826,0.692479,0.750652,0.752098,0.997446,0.857568,0.703970,0.790433,0.791256,0.998686,0.882952,0.720176,0.842771,0.842927,0.999781,0.914678,0.734314,0.870357,0.870357,1.000000,0.930685
CRACK500_20160222_165037_641_361,0.706156,0.706156,0.742846,0.934628,0.827774,0.736239,0.779649,0.811555,0.951995,0.876183,0.759599,0.838805,0.864599,0.965655,0.912337,0.781899,0.892596,0.911439,0.977364,0.943251,0.817094,0.958071,0.969446,0.987901,0.978586,0.852148,0.990018,0.996510,0.993463,0.994984
CRACK500_20160222_165218_641_1,0.668048,0.668048,0.670596,0.994344,0.800994,0.742880,0.892164,0.892164,1.000000,0.943009,0.788868,0.966366,0.966366,1.000000,0.982895,0.825768,0.980236,0.980236,1.000000,0.990019,0.872994,0.989945,0.989945,1.000000,0.994947,0.912416,1.000000,1.000000,1.000000,1.000000
CRACK500_20160222_165225_1281_721,0.599893,0.599893,0.640732,0.903955,0.749916,0.637384,0.681571,0.721968,0.924132,0.810636,0.667569,0.741967,0.780892,0.937046,0.851872,0.690917,0.799415,0.841533,0.941082,0.888528,0.735531,0.889568,0.930206,0.953188,0.941557,0.781942,0.966322,0.985126,0.980630,0.982873
CRACK500_20160222_165256_1281_1,0.469141,0.469141,0.514168,0.842697,0.638660,0.528634,0.576951,0.626143,0.880150,0.731729,0.578739,0.680790,0.730347,0.909363,0.810083,0.622568,0.758463,0.803016,0.931835,0.862643,0.685450,0.858113,0.894881,0.954307,0.923639,0.738957,0.936079,0.966179,0.967790,0.966984
CRACK500_20160222_165256_1281_721,0.460651,0.460651,0.480694,0.916997,0.630747,0.506249,0.546386,0.566719,0.938381,0.706662,0.541368,0.622333,0.641701,0.953746,0.767208,0.572298,0.697712,0.716267,0.964201,0.821944,0.623555,0.799915,0.816574,0.975131,0.888837,0.675656,0.856867,0.869468,0.983368,0.922917
CRACK500_20160222_165256_641_1,0.528518,0.528518,0.548896,0.934368,0.691543,0.595004,0.661404,0.681038,0.958234,0.796199,0.647012,0.781820,0.797056,0.976134,0.877552,0.678248,0.873766,0.879776,0.992243,0.932631,0.724328,0.969118,0.976516,0.992243,0.984317,0.766234,0.991898,0.999649,0.992243,0.995933
CRACK500_20160222_165715_1921_721,0.401890,0.401890,0.419052,0.907520,0.573355,0.490263,0.559641,0.584702,0.928862,0.717654,0.550797,0.687820,0.719381,0.940041,0.815040,0.602664,0.787682,0.825434,0.945122,0.881233,0.673658,0.872704,0.919287,0.945122,0.932025,0.734234,0.909414,0.960113,0.945122,0.952558
CRACK500_20160222_165909_1281_1081,0.525813,0.525813,0.572201,0.866415,0.689223,0.592260,0.662933,0.709322,0.910208,0.797306,0.640240,0.780420,0.816479,0.946440,0.876669,0.679669,0.864291,0.886392,0.971960,0.927206,0.738572,0.948198,0.954224,0.993384,0.973410,0.791347,0.989912,0.990221,0.999685,0.994930
CRACK500_20160222_165919_1_721,0.470935,0.470935,0.592789,0.696139,0.640321,0.529187,0.592361,0.720042,0.769614,0.744003,0.570625,0.687390,0.810710,0.818804,0.814737,0.607467,0.765896,0.873807,0.861146,0.867430,0.667827,0.855939,0.932131,0.912827,0.922378,0.732362,0.945923,0.981972,0.962640,0.972210
CRACK500_20160222_165926_1281_721,0.566638,0.566638,0.575925,0.972331,0.723381,0.614540,0.688722,0.692966,0.991185,0.815672,0.647411,0.779082,0.780276,0.998041,0.875825,0.675810,0.849714,0.849891,0.999755,0.918752,0.718515,0.910370,0.910370,1.000000,0.953082,0.756221,0.926323,0.926323,1.000000,0.961753
CRACK500_20160222_165947_1921_721,0.488275,0.488275,0.502197,0.946275,0.656162,0.526643,0.559998,0.573030,0.960973,0.717947,0.556684,0.621002,0.632834,0.970772,0.766195,0.585040,0.678982,0.689411,0.978206,0.808802,0.632777,0.765619,0.771362,0.990370,0.867253,0.681377,0.819510,0.819510,1.000000,0.900803
CRACK500_20160222_165951_1921_1,0.663173,0.663173,0.715271,0.901038,0.797479,0.692990,0.755799,0.809350,0.919503,0.860917,0.712783,0.825836,0.879383,0.931330,0.904611,0.731644,0.876883,0.927093,0.941830,0.934403,0.754728,0.911006,0.957463,0.949433,0.953431,0.770482,0.918319,0.961583,0.953295,0.957421
CRACK500_20160225_114503_1_361,0.467667,0.467667,0.476386,0.962340,0.637293,0.566169,0.629013,0.637335,0.979664,0.772263,0.631781,0.751720,0.757644,0.989706,0.858265,0.687377,0.844795,0.847502,0.996234,0.915869,0.763698,0.935333,0.935993,0.999247,0.966586,0.834755,0.982600,0.982600,1.000000,0.991224
CRACK500_20160225_114514_721_1281,0.302340,0.302340,0.681314,0.352140,0.464303,0.338527,0.343427,0.726549,0.394406,0.511270,0.372867,0.382926,0.764940,0.433995,0.553791,0.406728,0.425607,0.800740,0.476022,0.597088,0.464974,0.508984,0.858187,0.555726,0.674605,0.534801,0.617747,0.915819,0.654937,0.763713
CRACK500_20160225_114514_721_641,0.312761,0.312761,0.647290,0.377013,0.476494,0.350682,0.358678,0.704010,0.422372,0.527981,0.386818,0.403771,0.752637,0.465552,0.575267,0.426147,0.455137,0.797461,0.514626,0.625559,0.496935,0.552735,0.869205,0.602879,0.711950,0.573299,0.677232,0.936902,0.709597,0.807559
CRACK500_20160225_114535_1281_1081,0.291072,0.291072,0.410263,0.500472,0.450900,0.326013,0.333425,0.464801,0.541208,0.500103,0.360807,0.373542,0.516245,0.574709,0.543911,0.392923,0.415970,0.567818,0.608682,0.587541,0.448498,0.487604,0.649691,0.661529,0.655556,0.514704,0.578671,0.737107,0.729160,0.733112
CRACK500_20160225_114535_1921_1081,0.491907,0.491907,0.504674,0.951089,0.659434,0.526835,0.567555,0.574662,0.978674,0.724127,0.555732,0.634680,0.638376,0.990960,0.776519,0.580016,0.693692,0.695941,0.995364,0.819148,0.617928,0.790239,0.790529,0.999536,0.882831,0.660609,0.870726,0.870726,1.000000,0.930896
CRACK500_20160225_114535_1_1,0.370874,0.370874,0.466993,0.643098,0.541076,0.411596,0.435044,0.541972,0.687991,0.606314,0.442665,0.492371,0.603097,0.728395,0.659851,0.474616,0.553051,0.664222,0.767677,0.712212,0.526625,0.656201,0.765281,0.821549,0.792417,0.581068,0.751909,0.858191,0.858586,0.858388
CRACK500_20160302_155848_1281_361,0.832839,0.832839,0.855715,0.968899,0.908797,0.839535,0.861178,0.877625,0.978702,0.925412,0.844987,0.885418,0.896222,0.986567,0.939227,0.849881,0.910139,0.915620,0.993465,0.952956,0.859778,0.943669,0.944317,0.999274,0.971018,0.871830,0.968097,0.968097,1.000000,0.983790
CRACK500_20160302_155848_1921_361,0.734343,0.734343,0.770220,0.940352,0.846826,0.742113,0.761365,0.793933,0.948877,0.864517,0.749372,0.786614,0.815573,0.956810,0.880564,0.757141,0.815147,0.839515,0.965616,0.898161,0.773921,0.866651,0.881235,0.981262,0.928563,0.793764,0.918957,0.923594,0.994566,0.957767
CRACK500_20160302_155848_641_721,0.725745,0.725745,0.752935,0.952600,0.841080,0.739919,0.765700,0.787712,0.964790,0.867305,0.751691,0.800334,0.817424,0.974542,0.889095,0.763202,0.836395,0.848974,0.982593,0.910910,0.784393,0.895491,0.900645,0.993650,0.944864,0.809212,0.942478,0.944654,0.997562,0.970387
CRACK500_20160302_155857_1281_1,0.513595,0.513595,0.558523,0.864586,0.678642,0.549390,0.590742,0.625835,0.913309,0.742725,0.578133,0.658498,0.683336,0.947690,0.794090,0.602670,0.717041,0.729936,0.975954,0.835205,0.639387,0.780647,0.781033,0.999367,0.876813,0.676170,0.817141,0.817141,1.000000,0.899370
CRACK500_20160302_155857_1_721,0.776479,0.776479,0.849950,0.899827,0.874178,0.791414,0.825760,0.884061,0.926045,0.904566,0.804254,0.865763,0.910987,0.945770,0.928053,0.817861,0.904869,0.938497,0.961909,0.950059,0.839587,0.959675,0.974417,0.984479,0.979423,0.860366,0.988844,0.990421,0.998392,0.994391
