name,with_evidence_iou,with_evidence_dice,with_evidence_precision,with_evidence_recall,with_evidence_components_pred,with_evidence_skeleton_covered,no_evidence_iou,no_evidence_dice,no_evidence_precision,no_evidence_recall,no_evidence_components_pred,no_evidence_skeleton_covered
CRACK500_20160225_114535_1_1.jpg,0.370874,0.541076,0.466993,0.643098,1.000000,0.615385,0.369809,0.539942,0.472620,0.629630,1.000000,0.606838
CRACK500_20160302_155848_1281_361.jpg,0.832839,0.908797,0.855715,0.968899,1.000000,1.000000,0.837701,0.911684,0.866958,0.961275,2.000000,1.000000
CRACK500_20160302_155848_1921_361.jpg,0.734343,0.846826,0.770220,0.940352,2.000000,0.982456,0.739773,0.850425,0.776985,0.939196,3.000000,0.980994
CRACK500_20160302_155848_641_721.jpg,0.725745,0.841080,0.752935,0.952600,1.000000,0.973846,0.731260,0.844772,0.763580,0.945285,1.000000,0.972308
CRACK500_20160302_155857_1281_1.jpg,0.513595,0.678642,0.558523,0.864586,3.000000,0.968338,0.524667,0.688238,0.568191,0.872601,2.000000,0.986807
CRACK500_20160302_155857_1_721.jpg,0.776479,0.874178,0.849950,0.899827,1.000000,0.923077,0.778710,0.875589,0.861875,0.889748,1.000000,0.917448
CRACK500_20160302_155914_1081_641.jpg,0.091036,0.166879,0.094469,0.714712,8.000000,0.696850,0.097099,0.177010,0.100742,0.728628,9.000000,0.724409
CRACK500_20160302_155919_1281_721.jpg,0.767479,0.868445,0.791231,0.962358,1.000000,0.970721,0.778227,0.875284,0.808850,0.953607,1.000000,0.968468
CRACK500_20160302_155919_641_1.jpg,0.204618,0.339723,0.211110,0.869360,3.000000,0.876847,0.207618,0.343847,0.214129,0.872246,3.000000,0.876847
CRACK500_20160302_155919_641_1081.jpg,0.564993,0.722039,0.577643,0.962687,3.000000,0.974563,0.587060,0.739808,0.603672,0.955224,3.000000,0.968203
CRACK500_20160302_155925_1281_361.jpg,0.611714,0.759085,0.622178,0.973241,4.000000,0.990374,0.620296,0.765658,0.633821,0.966744,4.000000,0.990374
CRACK500_20160302_155925_641_361.jpg,0.472639,0.641893,0.480340,0.967190,2.000000,0.980645,0.494830,0.662055,0.506425,0.955777,3.000000,0.967742
CRACK500_20160302_160033_641_361.jpg,0.484720,0.652945,0.761437,0.571513,1.000000,0.545757,0.481425,0.649949,0.767490,0.563629,1.000000,0.542429
CRACK500_20160303_091830_361_1281.jpg,0.635481,0.777118,0.660247,0.944264,4.000000,0.950166,0.638514,0.779382,0.667746,0.935839,3.000000,0.946844
CRACK500_20160303_092627_641_721.jpg,0.641886,0.781889,0.652502,0.975282,5.000000,0.987988,0.661194,0.796047,0.674864,0.970275,5.000000,0.987988
CRACK500_20160303_092806_1281_721.jpg,0.723843,0.839802,0.742518,0.966420,1.000000,0.996255,0.741935,0.851852,0.772107,0.949966,1.000000,0.996255
CRACK500_20160303_092806_1_721.jpg,0.625992,0.769982,0.639959,0.966309,1.000000,0.996324,0.642808,0.782572,0.663588,0.953548,1.000000,0.985294
CRACK500_20160303_092839_1281_361.jpg,0.303644,0.465839,0.378420,0.605778,2.000000,0.648208,0.302908,0.464972,0.386917,0.582479,2.000000,0.622150
CRACK500_20160303_092839_1281_721.jpg,0.388571,0.559670,0.779517,0.436550,3.000000,0.601136,0.374173,0.544579,0.781773,0.417813,4.000000,0.571591
CRACK500_20160303_092839_641_721.jpg,0.404127,0.575627,0.599897,0.553246,1.000000,0.631179,0.392556,0.563792,0.604670,0.528091,1.000000,0.608365
CRACK500_20160303_093353_1921_361.jpg,0.636096,0.777578,0.676476,0.914210,2.000000,0.894434,0.636690,0.778022,0.677923,0.912801,2.000000,0.894434
CRACK500_20160303_093353_1921_721.jpg,0.647694,0.786182,0.674438,0.942308,1.000000,0.936047,0.654875,0.791449,0.692897,0.922684,1.000000,0.924419
CRACK500_20160303_093400_641_1.jpg,0.589884,0.742046,0.914087,0.624508,1.000000,0.955734,0.585414,0.738500,0.916677,0.618316,1.000000,0.955734
CRACK500_20160303_093400_641_721.jpg,0.480414,0.649027,0.541061,0.810823,4.000000,0.598660,0.476459,0.645408,0.539341,0.803406,2.000000,0.588235
CRACK500_20160303_093527_1281_361.jpg,0.526997,0.690240,0.589749,0.832013,2.000000,0.897987,0.528384,0.691428,0.595096,0.824971,2.000000,0.892617
