name,k0_iou_dilate_both,k0_iou_buffered,k0_precision,k0_recall,k0_f1,k1_iou_dilate_both,k1_iou_buffered,k1_precision,k1_recall,k1_f1,k2_iou_dilate_both,k2_iou_buffered,k2_precision,k2_recall,k2_f1,k3_iou_dilate_both,k3_iou_buffered,k3_precision,k3_recall,k3_f1,k5_iou_dilate_both,k5_iou_buffered,k5_precision,k5_recall,k5_f1,k8_iou_dilate_both,k8_iou_buffered,k8_precision,k8_recall,k8_f1
CFD_001,0.434791,0.434791,0.436061,0.993342,0.606068,0.537901,0.622663,0.623310,0.998335,0.767458,0.605334,0.773591,0.773840,0.999584,0.872344,0.667457,0.902813,0.902813,1.000000,0.948925,0.752495,0.994520,0.994520,1.000000,0.997252,0.816439,1.000000,1.000000,1.000000,1.000000
CFD_007,0.414782,0.414782,0.416180,0.991966,0.586354,0.539592,0.644051,0.644719,0.998393,0.783493,0.614087,0.813353,0.813708,0.999464,0.897071,0.674477,0.943371,0.943371,1.000000,0.970860,0.758285,0.999551,0.999551,1.000000,0.999775,0.818551,0.999775,0.999775,1.000000,0.999888
CFD_011,0.209257,0.209257,0.210119,0.980791,0.346093,0.309844,0.343102,0.344590,0.987571,0.510909,0.384585,0.465477,0.466836,0.993785,0.635257,0.455893,0.601019,0.601428,0.998870,0.750796,0.562384,0.836480,0.836480,1.000000,0.910960,0.655391,0.978698,0.978698,1.000000,0.989234
CFD_013,0.517477,0.517477,0.522743,0.980903,0.682023,0.601634,0.689769,0.693451,0.992361,0.816407,0.657115,0.820093,0.822566,0.996347,0.901155,0.704409,0.919987,0.920973,0.998838,0.958327,0.772626,0.993274,0.993274,1.000000,0.996626,0.827774,1.000000,1.000000,1.000000,1.000000
CFD_014,0.295068,0.295068,0.296094,0.988398,0.455680,0.400456,0.455184,0.455644,0.997790,0.625604,0.473406,0.593979,0.594174,0.999448,0.745278,0.539576,0.730387,0.730387,1.000000,0.844189,0.642936,0.924528,0.924528,1.000000,0.960784,0.731419,0.993049,0.993049,1.000000,0.996512
CFD_019,0.548328,0.548328,0.576471,0.918245,0.708284,0.640408,0.738767,0.765740,0.954489,0.849760,0.697558,0.868426,0.890368,0.972405,0.929580,0.741789,0.953166,0.969231,0.982908,0.976021,0.803558,0.988262,1.000000,0.988262,0.994096,0.850840,0.990321,1.000000,0.990321,0.995137
CFD_037,0.313934,0.313934,0.396512,0.601180,0.477853,0.422730,0.462526,0.638095,0.627008,0.632503,0.490543,0.565661,0.818913,0.646532,0.722584,0.544963,0.642969,0.941516,0.669717,0.782692,0.620723,0.711065,0.997720,0.712223,0.831138,0.691643,0.745705,0.999866,0.745780,0.854331
CFD_040,0.320914,0.320914,0.336547,0.873559,0.485897,0.414381,0.473181,0.498161,0.904182,0.642393,0.473396,0.584790,0.617912,0.916036,0.738004,0.527921,0.678930,0.719523,0.923280,0.808765,0.603642,0.769707,0.812127,0.936450,0.869869,0.663676,0.793607,0.828238,0.949951,0.884929
CFD_047,0.263604,0.263604,0.298469,0.692934,0.417225,0.371526,0.431101,0.525549,0.705782,0.602475,0.437156,0.554791,0.716842,0.710493,0.713653,0.485057,0.643832,0.872164,0.710921,0.783331,0.545102,0.707277,0.992806,0.710921,0.828544,0.594332,0.712634,1.000000,0.712634,0.832208
CFD_070,0.389050,0.389050,0.391500,0.984172,0.560167,0.497422,0.582064,0.582640,0.998304,0.735829,0.561872,0.726557,0.726557,1.000000,0.841625,0.614652,0.837418,0.837418,1.000000,0.911516,0.685875,0.915673,0.915673,1.000000,0.955981,0.744666,0.927142,0.927142,1.000000,0.962194
CFD_080,0.523436,0.523436,0.528800,0.980991,0.687178,0.618606,0.720627,0.723801,0.993952,0.837633,0.677484,0.866885,0.868188,0.998272,0.928697,0.727177,0.964602,0.964602,1.000000,0.981982,0.794251,0.999379,0.999379,1.000000,0.999689,0.847371,1.000000,1.000000,1.000000,1.000000
CFD_082,0.248618,0.248618,0.264054,0.809631,0.398229,0.327505,0.368963,0.402026,0.817732,0.539040,0.380473,0.470078,0.522530,0.824032,0.639528,0.426292,0.564173,0.638485,0.828983,0.721369,0.495146,0.695816,0.808161,0.833483,0.820627,0.556839,0.762314,0.892558,0.839334,0.865128
CFD_084,0.503758,0.503758,0.509114,0.979541,0.669998,0.598914,0.694926,0.699112,0.991457,0.820007,0.660412,0.838708,0.843188,0.993705,0.912280,0.711856,0.938483,0.942276,0.995728,0.968265,0.781125,0.994709,0.996495,0.998201,0.997347,0.833588,0.999065,0.999065,1.000000,0.999532
CFD_088,0.561886,0.561886,0.575597,0.959329,0.719497,0.674293,0.804407,0.811321,0.989518,0.891603,0.734620,0.941034,0.943648,0.997065,0.969621,0.781528,0.990712,0.991950,0.998742,0.995334,0.844444,0.999748,0.999748,1.000000,0.999874,0.891457,1.000000,1.000000,1.000000,1.000000
CFD_108,0.438939,0.438939,0.454449,0.927857,0.610087,0.558394,0.656222,0.678799,0.951760,0.792433,0.630745,0.822426,0.846530,0.966536,0.902562,0.692477,0.933421,0.953597,0.977836,0.965564,0.777630,0.991577,0.998510,0.993047,0.995771,0.839671,1.000000,1.000000,1.000000,1.000000
CFD_109,0.492864,0.492864,0.538445,0.853419,0.660293,0.577863,0.671378,0.739641,0.879147,0.803383,0.628777,0.798733,0.880607,0.895735,0.888106,0.669587,0.879906,0.964972,0.908937,0.936117,0.729679,0.927159,0.999146,0.927894,0.962203,0.772867,0.946513,1.000000,0.946513,0.972522
CFD_111,0.476366,0.476366,0.496154,0.922747,0.645323,0.593411,0.712770,0.745897,0.941345,0.832301,0.652767,0.853874,0.896667,0.947067,0.921178,0.703272,0.926983,0.974103,0.950405,0.962108,0.767241,0.944872,0.991282,0.952790,0.971655,0.816590,0.952586,0.998205,0.954220,0.975717
CFD_118,0.423733,0.423733,0.430056,0.966467,0.595242,0.559239,0.658875,0.667466,0.980838,0.794363,0.639493,0.832017,0.840927,0.987425,0.908307,0.705746,0.949262,0.954170,0.994611,0.973971,0.789260,0.994671,0.994671,1.000000,0.997328,0.845944,1.000000,1.000000,1.000000,1.000000
CRACK500_20160222_080933_361_1,0.869992,0.869992,0.988748,0.878692,0.930477,0.874164,0.920271,0.997792,0.922150,0.958480,0.879004,0.953645,1.000000,0.953645,0.976272,0.889188,0.979813,1.000000,0.979813,0.989804,0.900876,0.997570,1.000000,0.997570,0.998784,0.911916,1.000000,1.000000,1.000000,1.000000
CRACK500_20160222_081031_641_361,0.783453,0.783453,0.818428,0.948275,0.878580,0.794450,0.815175,0.843258,0.960750,0.898178,0.803488,0.841405,0.863180,0.970892,0.913873,0.813324,0.867515,0.883139,0.980014,0.929058,0.830167,0.906956,0.914305,0.991217,0.951208,0.849189,0.940245,0.943456,0.996393,0.969202
CRACK500_20160222_081102_1921_721,0.488383,0.488383,0.514851,0.904762,0.656260,0.515211,0.552303,0.576450,0.929501,0.711592,0.536562,0.607698,0.629181,0.946804,0.755985,0.557126,0.661457,0.678086,0.964250,0.796237,0.589127,0.748770,0.757669,0.984556,0.856339,0.623583,0.825462,0.830499,0.992707,0.904387
CRACK500_20160222_081102_1_721,0.597903,0.597903,0.616888,0.951049,0.748360,0.641626,0.690260,0.704815,0.970952,0.816750,0.673741,0.767298,0.778088,0.982249,0.868329,0.705974,0.835369,0.842638,0.989779,0.910301,0.755417,0.929851,0.932659,0.996772,0.963650,0.805833,0.983953,0.984997,0.998924,0.991911
CRACK500_20160222_081111_641_361,0.709247,0.709247,0.794668,0.868388,0.829894,0.760295,0.851473,0.903195,0.936983,0.919779,0.793832,0.928049,0.954434,0.971074,0.962682,0.820249,0.965230,0.977879,0.986777,0.982308,0.856867,0.992866,0.994706,0.998140,0.996420,0.887690,0.999415,0.999622,0.999793,0.999708
CRACK500_20160222_081113_1921_721,0.617629,0.617629,0.744649,0.783588,0.763622,0.653893,0.696971,0.793804,0.851047,0.821430,0.682350,0.759113,0.828224,0.900962,0.863063,0.709095,0.815778,0.858879,0.942049,0.898543,0.748173,0.896589,0.906744,0.987663,0.945475,0.783207,0.955370,0.955577,0.999774,0.977176
CRACK500_20160222_081839_1_721,0.626547,0.626547,0.686834,0.877122,0.770401,0.667547,0.723724,0.758964,0.939710,0.839721,0.697768,0.786244,0.802852,0.974364,0.880332,0.728834,0.827538,0.834695,0.989745,0.905632,0.778531,0.877360,0.879275,0.997525,0.934674,0.821854,0.929531,0.929531,1.000000,0.963479
CRACK500_20160222_081908_641_721,0.652239,0.652239,0.895701,0.705848,0.789521,0.711547,0.824644,0.979065,0.839446,0.903896,0.752961,0.912701,0.997944,0.914420,0.954358,0.787086,0.954315,0.999813,0.954485,0.976623,0.830394,0.976138,1.000000,0.976138,0.987925,0.864307,0.986154,1.000000,0.986154,0.993029
CRACK500_20160222_114759_1921_361,0.636226,0.636226,0.730745,0.831047,0.777675,0.659375,0.732461,0.830425,0.861284,0.845573,0.676598,0.789324,0.893650,0.871155,0.882259,0.691226,0.827077,0.936227,0.876455,0.905355,0.712400,0.855748,0.971220,0.878013,0.922268,0.733219,0.871315,0.991320,0.878013,0.931233
CRACK500_20160222_114759_1921_721,0.711149,0.711149,0.788734,0.878488,0.831195,0.714972,0.769526,0.839009,0.902837,0.869754,0.718385,0.807156,0.873564,0.913925,0.893289,0.721746,0.834335,0.900153,0.919423,0.909686,0.727926,0.864568,0.930477,0.924275,0.927365,0.732744,0.883362,0.948438,0.927925,0.938069
CRACK500_20160222_114759_641_361,0.613567,0.613567,0.771865,0.749485,0.760510,0.656022,0.768865,0.919177,0.824613,0.869331,0.684381,0.845778,0.975448,0.864175,0.916446,0.707700,0.877053,0.991904,0.883376,0.934500,0.738540,0.902464,0.999071,0.903222,0.948732,0.765452,0.921955,0.999602,0.922294,0.959393
CRACK500_20160222_115219_1281_721,0.549455,0.549455,0.736152,0.684196,0.709224,0.597266,0.695055,0.836808,0.804041,0.820097,0.625235,0.783246,0.887731,0.869361,0.878450,0.648701,0.844591,0.918702,0.912815,0.915749,0.678397,0.879616,0.934187,0.937725,0.935953,0.699616,0.896986,0.940441,0.951010,0.945696
CRACK500_20160222_115224_1281_1081,0.761402,0.761402,0.917667,0.817230,0.864541,0.788701,0.868266,0.964954,0.896537,0.929488,0.810654,0.934452,0.984878,0.948055,0.966115,0.831427,0.977016,0.993039,0.983754,0.988375,0.858180,0.998133,0.998560,0.999572,0.999066,0.879907,0.998560,0.998560,1.000000,0.999279
CRACK500_20160222_115224_1281_361,0.331614,0.331614,0.452034,0.554529,0.498063,0.388825,0.414231,0.536916,0.644486,0.585804,0.430062,0.461309,0.595681,0.671596,0.631364,0.465726,0.500755,0.650427,0.685151,0.667338,0.517548,0.559378,0.733802,0.701787,0.717437,0.568818,0.621460,0.813661,0.724584,0.766544
CRACK500_20160222_115305_1281_1081,0.613993,0.613993,0.660508,0.897103,0.760837,0.663783,0.723147,0.755611,0.943921,0.839333,0.699077,0.802073,0.823187,0.969013,0.890167,0.730414,0.867252,0.878983,0.984843,0.928907,0.780720,0.930879,0.935896,0.994274,0.964202,0.830584,0.975824,0.977433,0.998316,0.987764
CRACK500_20160222_115305_1921_361,0.638817,0.638817,0.857242,0.714866,0.779607,0.681891,0.762094,0.916435,0.819009,0.864987,0.718857,0.846140,0.947539,0.887727,0.916659,0.755239,0.911930,0.965645,0.942509,0.953937,0.804744,0.965437,0.978412,0.986450,0.982415,0.848797,0.986478,0.987233,0.999226,0.993193
CRACK500_20160222_115305_641_1,0.641039,0.641039,0.900050,0.690171,0.781260,0.695560,0.783536,0.949525,0.817590,0.878632,0.737036,0.887537,0.974763,0.908412,0.940418,0.771145,0.955892,0.991504,0.963786,0.977449,0.820200,0.998276,1.000000,0.998276,0.999137,0.861057,1.000000,1.000000,1.000000,1.000000
CRACK500_20160222_115305_641_721,0.595576,0.595576,0.871074,0.653152,0.746534,0.636388,0.706230,0.940024,0.739554,0.827825,0.668089,0.759630,0.970720,0.777443,0.863397,0.691825,0.792841,0.984652,0.802762,0.884452,0.729317,0.834606,0.996930,0.836756,0.909848,0.768643,0.867741,1.000000,0.867741,0.929188
CRACK500_20160222_115324_1281_721,0.653817,0.653817,0.777047,0.804792,0.790676,0.706430,0.746830,0.866410,0.844022,0.855069,0.748660,0.812700,0.923339,0.871506,0.896674,0.788125,0.862773,0.959401,0.895466,0.926332,0.845345,0.926496,0.989567,0.935635,0.961846,0.890376,0.974630,1.000000,0.974630,0.987152
CRACK500_20160222_115324_641_1081,0.539785,0.539785,0.911666,0.569574,0.701117,0.575178,0.603988,0.942031,0.627303,0.753108,0.606608,0.661325,0.960773,0.679677,0.796142,0.636543,0.712636,0.970652,0.728329,0.832210,0.683304,0.797625,0.983583,0.808387,0.887421,0.732228,0.883961,0.992736,0.889716,0.938407
CRACK500_20160222_115519_641_721,0.683949,0.683949,0.875944,0.757305,0.812316,0.760068,0.880931,0.975746,0.900653,0.936697,0.805120,0.962031,0.997614,0.964249,0.980648,0.837378,0.981317,0.998807,0.982468,0.990570,0.881672,0.991750,1.000000,0.991750,0.995858,0.908268,0.999312,1.000000,0.999312,0.999656
CRACK500_20160222_115828_641_1,0.610985,0.610985,0.741326,0.776538,0.758524,0.657564,0.779550,0.851254,0.902483,0.876120,0.684922,0.863975,0.899347,0.956459,0.927024,0.709120,0.898407,0.917211,0.977690,0.946485,0.743331,0.922561,0.927516,0.994243,0.959721,0.772198,0.932326,0.932326,1.000000,0.964978
CRACK500_20160222_115833_1921_1081,0.632789,0.632789,0.668584,0.921992,0.775102,0.706871,0.809737,0.835091,0.963861,0.894867,0.753350,0.902486,0.914669,0.985456,0.948744,0.790496,0.955757,0.962288,0.992948,0.977378,0.848192,0.992969,0.992969,1.000000,0.996472,0.888692,1.000000,1.000000,1.000000,1.000000
CRACK500_20160222_115833_641_361,0.728038,0.728038,0.821081,0.865316,0.842618,0.764561,0.851824,0.917965,0.922011,0.919984,0.791610,0.891214,0.944742,0.940226,0.942478,0.814207,0.909753,0.954236,0.951257,0.952744,0.847449,0.927561,0.961782,0.963058,0.962420,0.877873,0.944288,0.968111,0.974602,0.971346
CRACK500_20160222_115843_1281_361,0.678966,0.678966,0.707256,0.944365,0.808790,0.749087,0.891397,0.905172,0.983213,0.942580,0.793002,0.961833,0.967672,0.993765,0.980545,0.827090,0.985632,0.985632,1.000000,0.992764,0.868198,0.996767,0.996767,1.000000,0.998381,0.900102,1.000000,1.000000,1.000000,1.000000
CRACK500_20160222_115847_1281_361,0.664881,0.664881,0.691879,0.944565,0.798713,0.728409,0.870048,0.874204,0.994565,0.930508,0.766832,0.939490,0.939490,1.000000,0.968801,0.798814,0.960191,0.960191,1.000000,0.979691,0.838518,0.974522,0.974522,1.000000,0.987097,0.892051,0.992038,0.992038,1.000000,0.996003
CRACK500_20160222_115847_641_361,0.694125,0.694125,0.718946,0.952618,0.819449,0.755782,0.895722,0.905270,0.988362,0.944993,0.791558,0.967382,0.970514,0.996675,0.983421,0.820720,0.981179,0.981179,1.000000,0.990500,0.848568,0.987453,0.987453,1.000000,0.993687,0.880905,0.992472,0.992472,1.000000,0.996222
CRACK500_20160222_163940_1281_1081,0.238424,0.238424,0.299653,0.538502,0.385045,0.335660,0.349575,0.440359,0.629032,0.518052,0.418158,0.469667,0.575565,0.718522,0.639147,0.483880,0.589515,0.692820,0.798127,0.741754,0.581806,0.771556,0.840185,0.904266,0.871049,0.670816,0.899620,0.927910,0.967222,0.947158
CRACK500_20160222_163940_1_1081,0.441081,0.441081,0.688001,0.551368,0.612153,0.509877,0.543608,0.771630,0.647834,0.704334,0.565352,0.639961,0.837292,0.730851,0.780459,0.616577,0.734594,0.892002,0.806307,0.846992,0.693002,0.876751,0.960129,0.909878,0.934329,0.761414,0.962545,0.990945,0.971087,0.980915
CRACK500_20160222_163940_1_361,0.305000,0.305000,0.617217,0.376151,0.467433,0.379529,0.409959,0.706658,0.494033,0.581519,0.446547,0.511270,0.777396,0.598958,0.676610,0.508726,0.616153,0.840700,0.697599,0.762493,0.602232,0.793110,0.923827,0.848604,0.884619,0.689107,0.928118,0.978499,0.947440,0.962719
CRACK500_20160222_163940_641_1081,0.424380,0.424380,0.694703,0.521671,0.595880,0.479985,0.511582,0.754793,0.613552,0.676883,0.524879,0.589542,0.798181,0.692816,0.741776,0.562902,0.661254,0.836430,0.759463,0.796090,0.621224,0.779553,0.894841,0.858171,0.876123,0.684204,0.892985,0.944455,0.942482,0.943468
CRACK500_20160222_164141_1281_1,0.503137,0.503137,0.720398,0.625231,0.669450,0.575779,0.646833,0.835639,0.741123,0.785548,0.631207,0.759407,0.905313,0.824928,0.863253,0.678305,0.848417,0.952495,0.885903,0.917993,0.744865,0.929228,0.987655,0.940147,0.963316,0.802197,0.956212,0.992826,0.962865,0.977616
CRACK500_20160222_164141_1921_721,0.525617,0.525617,0.753124,0.635033,0.689055,0.593565,0.660537,0.857865,0.741711,0.795570,0.645550,0.772822,0.924752,0.824682,0.871855,0.689854,0.860484,0.964903,0.888286,0.925011,0.751070,0.945575,0.992190,0.952665,0.972026,0.806980,0.985337,0.998071,0.987217,0.992614
CRACK500_20160222_164141_1_1081,0.596587,0.596587,0.806321,0.696378,0.747328,0.632191,0.688515,0.873277,0.764942,0.815527,0.662603,0.770006,0.921660,0.823933,0.870061,0.692569,0.844651,0.958808,0.876455,0.915784,0.733022,0.923224,0.989664,0.932212,0.960080,0.766617,0.958995,0.997903,0.960931,0.979068
CRACK500_20160222_164822_1281_1,0.624099,0.624099,0.625554,0.996287,0.768548,0.631064,0.666123,0.666123,1.000000,0.799608,0.636382,0.698764,0.698764,1.000000,0.822674,0.641640,0.732805,0.732805,1.000000,0.845802,0.650043,0.789461,0.789461,1.000000,0.882345,0.657698,0.842154,0.842154,1.000000,0.914315
CRACK500_20160222_164822_641_1,0.786801,0.786801,0.815930,0.956595,0.880681,0.808224,0.860000,0.873680,0.982118,0.924731,0.826026,0.914134,0.920089,0.992970,0.955141,0.842233,0.955211,0.956329,0.998777,0.977092,0.869306,0.990353,0.990353,1.000000,0.995153,0.893129,0.999870,0.999870,1.000000,0.999935
CRACK500_20160222_164822_641_361,0.837258,0.837258,0.878634,0.946750,0.911421,0.859889,0.916652,0.939862,0.973767,0.956514,0.878699,0.963416,0.977834,0.984926,0.981367,0.888965,0.984851,0.994731,0.990016,0.992368,0.907089,0.994910,1.000000,0.994910,0.997448,0.927443,0.999804,1.000000,0.999804,0.999902
CRACK500_20160222_164825_641_721,0.802445,0.802445,0.832932,0.956377,0.890396,0.815972,0.856681,0.877162,0.973468,0.922809,0.826835,0.897526,0.912036,0.982583,0.945996,0.839217,0.936405,0.945208,0.990152,0.967158,0.858203,0.979669,0.983130,0.996419,0.989730,0.878581,0.997608,0.998582,0.999023,0.998803
CRACK500_20160222_164851_641_1081,0.680705,0.680705,0.754765,0.874011,0.810023,0.718123,0.790650,0.838945,0.932132,0.883087,0.747244,0.864052,0.889771,0.967629,0.927068,0.770285,0.902983,0.918202,0.981975,0.949019,0.806586,0.945459,0.950445,0.994482,0.971965,0.841604,0.973936,0.974111,0.999816,0.986796
CRACK500_20160222_164936_641_361,0.498504,0.498504,0.513980,0.943040,0.665336,0.540985,0.578826,0.591694,0.963787,0.733236,0.576144,0.649668,0.659334,0.977933,0.787635,0.609053,0.716011,0.721525,0.989438,0.834506,0.661701,0.815972,0.816098,0.999811,0.898662,0.715678,0.907381,0.907381,1.000000,0.951442
CRACK500_20160222_165037_1921_361,0.636819,0.636819,0.678233,0.912504,0.778118,0.686891,0.759166,0.786702,0.955926,0.863097,0.721045,0.852647,0.868964,0.978452,0.920464,0.746930,0.920487,0.928658,0.990532,0.958598,0.791604,0.982043,0.982043,1.000000,0.990940,0.829535,0.997331,0.997331,1.000000,0.998664
CRACK500_20160222_165037_1_361,0.690970,0.690970,0.698005,0.985623,0.817247,0.706813,0.739000,0.743488,0.991899,0.849914,0.719168,0.779877,0.782562,0.995621,0.876327,0.730425,0.817317,0.818638,0.998029,0.899476,0.744848,0.861265,0.861536,0.999635,0.925462,0.757383,0.883037,0.883037,1.000000,0.937886
CRACK500_20160222_165037_641_361,0.724902,0.724902,0.772096,0.922236,0.840514,0.752859,0.797554,0.837935,0.943019,0.887377,0.774140,0.854178,0.886620,0.958923,0.921355,0.794480,0.905127,0.928116,0.973363,0.950201,0.826346,0.962770,0.974922,0.987218,0.981032,0.857344,0.992193,0.997631,0.994536,0.996081
CRACK500_20160222_165218_641_1,0.730829,0.730829,0.747623,0.970180,0.844484,0.795748,0.927100,0.927100,1.000000,0.962171,0.834171,0.970681,0.970681,1.000000,0.985123,0.864384,0.979398,0.979398,1.000000,0.989592,0.902741,0.989303,0.989303,1.000000,0.994623,0.934800,1.000000,1.000000,1.000000,1.000000
CRACK500_20160222_165225_1281_721,0.600000,0.600000,0.669626,0.852300,0.750000,0.635615,0.680009,0.740013,0.893462,0.809530,0.663043,0.741681,0.794547,0.917676,0.851684,0.689729,0.800192,0.850983,0.930589,0.889008,0.728395,0.882157,0.935320,0.939467,0.937389,0.770606,0.947550,0.988586,0.958031,0.973068
CRACK500_20160222_165256_1281_1,0.533877,0.533877,0.625298,0.785019,0.696114,0.589355,0.658329,0.754773,0.837453,0.793967,0.629044,0.754338,0.840692,0.880150,0.859969,0.662140,0.824240,0.894391,0.913109,0.903653,0.714941,0.912894,0.957637,0.951311,0.954464,0.767823,0.961787,0.990453,0.970787,0.980521
CRACK500_20160222_165256_1281_721,0.501544,0.501544,0.540427,0.874545,0.668038,0.544650,0.591201,0.631265,0.903057,0.743088,0.577223,0.667322,0.705266,0.925392,0.800472,0.605261,0.737164,0.771241,0.943450,0.848698,0.651661,0.815974,0.845243,0.959290,0.898663,0.698598,0.855983,0.879209,0.970062,0.922404
CRACK500_20160222_165256_641_1,0.605103,0.605103,0.653258,0.891408,0.753974,0.669798,0.746266,0.789681,0.931384,0.854699,0.718207,0.857103,0.892436,0.955847,0.923054,0.746357,0.930834,0.953651,0.974940,0.964178,0.782514,0.982772,0.990380,0.992243,0.991311,0.814060,0.992243,1.000000,0.992243,0.996107
CRACK500_20160222_165715_1921_721,0.484530,0.484530,0.553357,0.795732,0.652772,0.568657,0.645353,0.737809,0.837398,0.784456,0.623647,0.761283,0.860071,0.868902,0.864464,0.671233,0.842092,0.938516,0.891260,0.914278,0.740315,0.914899,0.987279,0.925813,0.955559,0.794991,0.943859,0.998587,0.945122,0.971119
CRACK500_20160222_165909_1281_1081,0.549411,0.549411,0.632215,0.807498,0.709186,0.607540,0.680038,0.768377,0.855388,0.809551,0.652053,0.779441,0.860138,0.892565,0.876051,0.690335,0.852850,0.917119,0.924071,0.920582,0.746969,0.933024,0.974346,0.956522,0.965352,0.800299,0.978178,0.998273,0.979836,0.988969
CRACK500_20160222_165919_1_721,0.442623,0.442623,0.641113,0.588418,0.613636,0.484814,0.540528,0.756445,0.654421,0.701744,0.513764,0.618018,0.833786,0.704857,0.763919,0.536987,0.670594,0.878562,0.739103,0.802821,0.574481,0.743091,0.938942,0.780822,0.852613,0.616070,0.820219,0.988467,0.828144,0.901231
CRACK500_20160222_165926_1281_721,0.609994,0.609994,0.643836,0.920666,0.757759,0.654840,0.735213,0.753425,0.968168,0.847403,0.685136,0.823041,0.828938,0.991430,0.902932,0.710466,0.881882,0.883219,0.998286,0.937234,0.748464,0.925342,0.925342,1.000000,0.961224,0.780837,0.936986,0.936986,1.000000,0.967468
CRACK500_20160222_165947_1921_721,0.513899,0.513899,0.538545,0.918229,0.678908,0.552417,0.585707,0.608799,0.939179,0.738733,0.582240,0.644700,0.665279,0.954215,0.783973,0.610161,0.698327,0.715715,0.966379,0.822371,0.655678,0.772029,0.782303,0.983274,0.871350,0.702339,0.817911,0.819956,0.996959,0.899836
CRACK500_20160222_165951_1921_1,0.690811,0.690811,0.763990,0.878228,0.817135,0.719734,0.782660,0.852913,0.904779,0.878081,0.739786,0.845290,0.911181,0.921192,0.916159,0.757843,0.888353,0.946877,0.934951,0.940876,0.780537,0.918782,0.968189,0.947381,0.957672,0.795543,0.925061,0.970604,0.951726,0.961072
CRACK500_20160225_114503_1_361,0.513768,0.513768,0.529205,0.946272,0.678793,0.610353,0.678498,0.690817,0.974391,0.808459,0.673175,0.787645,0.796265,0.986442,0.881210,0.724968,0.864860,0.869419,0.993974,0.927534,0.795705,0.936473,0.937798,0.998494,0.967195,0.859388,0.983151,0.983151,1.000000,0.991504
CRACK500_20160225_114514_721_1281,0.288365,0.288365,0.692886,0.330624,0.447645,0.325201,0.329966,0.736874,0.374038,0.496203,0.359571,0.369880,0.774449,0.414535,0.540018,0.394911,0.411946,0.807214,0.456897,0.583515,0.455381,0.496177,0.864830,0.537891,0.663260,0.527345,0.607636,0.921643,0.640736,0.755937
CRACK500_20160225_114514_721_641,0.296982,0.296982,0.660652,0.350441,0.457959,0.335580,0.343215,0.716469,0.397157,0.511035,0.372426,0.388264,0.763197,0.441444,0.559352,0.412599,0.439420,0.805952,0.491410,0.610551,0.484698,0.537457,0.875707,0.581842,0.699151,0.563609,0.663064,0.941557,0.691525,0.797400
CRACK500_20160225_114535_1281_1081,0.286555,0.286555,0.419633,0.474678,0.445461,0.322350,0.329883,0.475389,0.518717,0.496109,0.356816,0.369360,0.526001,0.553633,0.539464,0.389660,0.407985,0.572720,0.586505,0.579530,0.446421,0.480974,0.650445,0.648632,0.649537,0.513552,0.572963,0.739016,0.718308,0.728514
CRACK500_20160225_114535_1921_1081,0.510024,0.510024,0.531753,0.925823,0.675518,0.545475,0.589369,0.603515,0.961752,0.741639,0.574395,0.661557,0.669285,0.982847,0.796310,0.598173,0.723023,0.727200,0.992119,0.839250,0.635172,0.814215,0.815604,0.997914,0.897595,0.676504,0.886966,0.886966,1.000000,0.940097
CRACK500_20160225_114535_1_1,0.341880,0.341880,0.483384,0.538721,0.509554,0.385276,0.408013,0.548842,0.613917,0.579558,0.426936,0.469748,0.609265,0.672278,0.639222,0.459473,0.525445,0.666667,0.712682,0.688907,0.513635,0.619036,0.756294,0.773288,0.764697,0.570251,0.724089,0.858006,0.822671,0.839967
CRACK500_20160302_155848_1281_361,0.838569,0.838569,0.857737,0.974042,0.912197,0.844786,0.867440,0.880168,0.983603,0.929015,0.850322,0.891145,0.898977,0.990319,0.942440,0.855262,0.913805,0.917679,0.995401,0.954961,0.864609,0.945645,0.946078,0.999516,0.972063,0.876567,0.968883,0.968883,1.000000,0.984196
CRACK500_20160302_155848_1921_361,0.724392,0.724392,0.738450,0.974392,0.840171,0.731692,0.751288,0.762544,0.980731,0.857983,0.738174,0.775781,0.784555,0.985791,0.873735,0.744740,0.802586,0.808766,0.990569,0.890483,0.757659,0.850775,0.853758,0.995909,0.919371,0.774099,0.902940,0.903271,0.999594,0.948994
CRACK500_20160302_155848_641_721,0.721047,0.721047,0.745177,0.957022,0.837917,0.734495,0.762039,0.781422,0.968475,0.864952,0.746049,0.797198,0.812459,0.976980,0.887156,0.758107,0.834852,0.845746,0.984805,0.909994,0.779897,0.895455,0.900004,0.994387,0.944844,0.805348,0.941566,0.943535,0.997789,0.969903
CRACK500_20160302_155857_1281_1,0.541848,0.541848,0.603602,0.841173,0.702855,0.581393,0.623379,0.666868,0.905294,0.768002,0.612518,0.692269,0.717118,0.952331,0.818155,0.638108,0.739941,0.751930,0.978907,0.850536,0.677036,0.791275,0.793401,0.996625,0.883477,0.717962,0.822764,0.822764,1.000000,0.902765
CRACK500_20160302_155857_1_721,0.791746,0.791746,0.844827,0.926478,0.883770,0.804784,0.839012,0.877530,0.950284,0.912459,0.815266,0.877299,0.904934,0.966362,0.934639,0.825900,0.915118,0.932901,0.979594,0.955678,0.841982,0.964123,0.970059,0.993693,0.981734,0.858976,0.989362,0.989907,0.999443,0.994652
