name,k0_iou_dilate_both,k0_iou_buffered,k0_precision,k0_recall,k0_f1,k1_iou_dilate_both,k1_iou_buffered,k1_precision,k1_recall,k1_f1,k2_iou_dilate_both,k2_iou_buffered,k2_precision,k2_recall,k2_f1,k3_iou_dilate_both,k3_iou_buffered,k3_precision,k3_recall,k3_f1,k5_iou_dilate_both,k5_iou_buffered,k5_precision,k5_recall,k5_f1,k8_iou_dilate_both,k8_iou_buffered,k8_precision,k8_recall,k8_f1
CFD_001,0.359370,0.359370,0.359694,0.997503,0.528731,0.457289,0.520183,0.520408,0.999168,0.684369,0.524722,0.662632,0.662815,0.999584,0.797088,0.588192,0.807323,0.807323,1.000000,0.893391,0.679784,0.975840,0.975840,1.000000,0.987772,0.753274,1.000000,1.000000,1.000000,1.000000
CFD_007,0.294016,0.294016,0.294016,1.000000,0.454424,0.402096,0.463937,0.463937,1.000000,0.633821,0.474139,0.612756,0.612756,1.000000,0.759887,0.537559,0.765669,0.765669,1.000000,0.867285,0.632935,0.959843,0.959843,1.000000,0.979510,0.709117,0.996693,0.996693,1.000000,0.998344
CFD_011,0.198879,0.198879,0.199587,0.982486,0.331775,0.296955,0.326966,0.328130,0.989266,0.492803,0.369878,0.443845,0.444967,0.994350,0.614810,0.439898,0.573984,0.574544,0.998305,0.729339,0.546372,0.807988,0.807988,1.000000,0.893798,0.639466,0.974291,0.974291,1.000000,0.986978
CFD_013,0.430060,0.430060,0.431175,0.994022,0.601457,0.514793,0.579622,0.580350,0.997841,0.733875,0.573902,0.709970,0.710221,0.999502,0.830389,0.625711,0.834834,0.834834,1.000000,0.909983,0.703570,0.971620,0.971620,1.000000,0.985606,0.770834,1.000000,1.000000,1.000000,1.000000
CFD_014,0.261822,0.261822,0.262012,0.997238,0.414990,0.361833,0.406644,0.406735,0.999448,0.578176,0.432993,0.534040,0.534040,1.000000,0.696253,0.498864,0.666860,0.666860,1.000000,0.800139,0.603670,0.879663,0.879663,1.000000,0.935980,0.695861,0.987807,0.987807,1.000000,0.993866
CFD_019,0.463991,0.463991,0.472678,0.961903,0.633872,0.558149,0.635620,0.645214,0.977142,0.777222,0.620659,0.774624,0.784153,0.984555,0.873001,0.670054,0.893462,0.903562,0.987644,0.943734,0.744929,0.985534,0.995952,0.989498,0.992714,0.804715,0.991351,1.000000,0.991351,0.995657
CFD_037,0.272065,0.272065,0.314540,0.668294,0.427753,0.376356,0.410349,0.501675,0.692699,0.581911,0.445655,0.526090,0.666507,0.714053,0.689461,0.502326,0.628353,0.818704,0.729917,0.771765,0.583948,0.740716,0.975208,0.754932,0.851048,0.661746,0.783111,0.999521,0.783405,0.878365
CFD_040,0.264541,0.264541,0.271201,0.915048,0.418398,0.352673,0.402692,0.416903,0.921962,0.574171,0.412178,0.514550,0.536645,0.925914,0.679476,0.467427,0.616769,0.645750,0.932170,0.762965,0.549665,0.753029,0.788914,0.943036,0.859117,0.618770,0.798633,0.830194,0.954560,0.888044
CFD_047,0.177269,0.177269,0.191102,0.710064,0.301153,0.268808,0.301206,0.343246,0.710921,0.462964,0.332189,0.406404,0.486860,0.710921,0.577934,0.383686,0.504958,0.635431,0.710921,0.671060,0.456291,0.646034,0.876210,0.710921,0.784959,0.520919,0.712699,0.996773,0.714347,0.832252
CFD_070,0.293531,0.293531,0.293726,0.997739,0.453844,0.391942,0.450990,0.450990,1.000000,0.621631,0.457096,0.589283,0.589283,1.000000,0.741571,0.514410,0.724580,0.724580,1.000000,0.840297,0.597186,0.883342,0.883342,1.000000,0.938058,0.670119,0.923448,0.923448,1.000000,0.960201
CFD_080,0.335201,0.335201,0.335299,0.999136,0.502099,0.420167,0.469553,0.469553,1.000000,0.639042,0.481398,0.591146,0.591146,1.000000,0.743045,0.537473,0.722211,0.722211,1.000000,0.838702,0.624184,0.929828,0.929828,1.000000,0.963638,0.700719,0.999227,0.999227,1.000000,0.999613
CFD_082,0.231669,0.231669,0.244043,0.820432,0.376187,0.311042,0.345307,0.372155,0.827183,0.513351,0.365931,0.442033,0.486078,0.829883,0.613069,0.414993,0.540794,0.607497,0.831233,0.701968,0.489236,0.693087,0.802811,0.835284,0.818726,0.556090,0.791440,0.929987,0.841584,0.883580
CFD_084,0.478795,0.478795,0.482976,0.982239,0.647547,0.576751,0.667281,0.671346,0.991007,0.800442,0.641296,0.818071,0.822795,0.993031,0.899933,0.696232,0.928593,0.932899,0.995054,0.962974,0.773064,0.994667,0.997126,0.997527,0.997326,0.833990,1.000000,1.000000,1.000000,1.000000
CFD_088,0.511894,0.511894,0.518866,0.974423,0.677156,0.625818,0.743864,0.749051,0.990776,0.853121,0.689910,0.898012,0.901764,0.995388,0.946266,0.741332,0.979974,0.982809,0.997065,0.989885,0.811897,0.998716,0.999553,0.999161,0.999357,0.864137,1.000000,1.000000,1.000000,1.000000
CFD_108,0.388483,0.388483,0.397120,0.946980,0.559579,0.506297,0.586427,0.599417,0.964363,0.739305,0.581938,0.751280,0.765628,0.975663,0.857978,0.649684,0.895225,0.908147,0.984355,0.944716,0.742687,0.994084,0.995808,0.998262,0.997033,0.811936,1.000000,1.000000,1.000000,1.000000
CFD_109,0.423312,0.423312,0.452444,0.867976,0.594827,0.510366,0.583257,0.629257,0.888626,0.736782,0.566691,0.715252,0.775896,0.901490,0.833991,0.612752,0.829274,0.899771,0.913676,0.906670,0.685719,0.923263,0.991530,0.930603,0.960101,0.740383,0.949221,1.000000,0.949221,0.973949
CFD_111,0.395620,0.395620,0.406063,0.938960,0.566945,0.514504,0.605514,0.626933,0.946590,0.754293,0.582049,0.766833,0.799134,0.949928,0.868031,0.641109,0.884484,0.926377,0.951359,0.938702,0.719166,0.948205,0.994432,0.953267,0.973414,0.781395,0.954697,1.000000,0.954697,0.976824
CFD_118,0.316405,0.316405,0.317561,0.988623,0.480710,0.440376,0.506277,0.507982,0.993413,0.672223,0.520145,0.667592,0.669744,0.995210,0.800666,0.591037,0.827606,0.828429,0.998802,0.905673,0.689231,0.985574,0.985574,1.000000,0.992735,0.763162,0.999423,0.999423,1.000000,0.999711
CRACK500_20160222_080933_361_1,0.884987,0.884987,0.981944,0.899626,0.938985,0.889619,0.934283,0.995104,0.938598,0.966025,0.894212,0.964007,0.999184,0.964766,0.981674,0.902583,0.984953,1.000000,0.984953,0.992420,0.913446,0.998318,1.000000,0.998318,0.999158,0.923296,1.000000,1.000000,1.000000,1.000000
CRACK500_20160222_081031_641_361,0.776272,0.776272,0.821771,0.933424,0.874046,0.788601,0.808331,0.846427,0.947257,0.894008,0.798586,0.835196,0.866599,0.958416,0.910198,0.809062,0.862204,0.886996,0.968600,0.926004,0.827353,0.902961,0.917890,0.982306,0.949006,0.847964,0.938505,0.946879,0.990665,0.968277
CRACK500_20160222_081102_1921_721,0.466012,0.466012,0.482856,0.930359,0.635755,0.494021,0.525985,0.541116,0.949521,0.689371,0.516359,0.580333,0.593365,0.963535,0.734444,0.537419,0.635256,0.644723,0.977406,0.776950,0.571784,0.720324,0.725917,0.989418,0.837428,0.608474,0.801038,0.805403,0.993279,0.889529
CRACK500_20160222_081102_1_721,0.578930,0.578930,0.590730,0.966649,0.733320,0.624446,0.672544,0.682117,0.979559,0.804217,0.659209,0.752885,0.761012,0.986014,0.859024,0.692018,0.826749,0.832347,0.991931,0.905159,0.746467,0.928257,0.929652,0.998386,0.962794,0.803581,0.988166,0.988166,1.000000,0.994048
CRACK500_20160222_081111_641_361,0.701765,0.701765,0.731871,0.944628,0.824750,0.756248,0.845659,0.857852,0.983471,0.916376,0.791575,0.927504,0.930367,0.996694,0.962389,0.818127,0.968625,0.968625,1.000000,0.984062,0.853923,0.992316,0.992316,1.000000,0.996143,0.887217,1.000000,1.000000,1.000000,1.000000
CRACK500_20160222_081113_1921_721,0.638991,0.638991,0.709187,0.865874,0.779737,0.671307,0.714579,0.767220,0.912394,0.833533,0.695920,0.773344,0.808473,0.946802,0.872187,0.718237,0.824466,0.842959,0.974080,0.903789,0.752399,0.889833,0.891814,0.997510,0.941706,0.784671,0.942338,0.942338,1.000000,0.970313
CRACK500_20160222_081839_1_721,0.599429,0.599429,0.628486,0.928395,0.749554,0.647866,0.701293,0.718133,0.967645,0.824424,0.685032,0.770092,0.778695,0.985856,0.870115,0.721086,0.822225,0.826212,0.994165,0.902441,0.775069,0.879639,0.881149,0.998055,0.935966,0.821664,0.929862,0.929862,1.000000,0.963657
CRACK500_20160222_081908_641_721,0.685832,0.685832,0.841973,0.787156,0.813642,0.740676,0.848864,0.954152,0.884961,0.918255,0.776131,0.928640,0.994013,0.933864,0.963000,0.803827,0.957584,0.999685,0.957873,0.978332,0.843317,0.976138,1.000000,0.976138,0.987925,0.873224,0.985859,1.000000,0.985859,0.992879
CRACK500_20160222_114759_1921_361,0.619690,0.619690,0.686679,0.863986,0.765196,0.648083,0.719046,0.795441,0.882170,0.836564,0.669114,0.787458,0.871501,0.890898,0.881092,0.687247,0.833297,0.922207,0.896301,0.909069,0.714280,0.876600,0.968618,0.902224,0.934243,0.742901,0.900512,0.990751,0.908146,0.947652
CRACK500_20160222_114759_1921_721,0.725351,0.725351,0.794726,0.892580,0.840816,0.728193,0.785012,0.851536,0.909490,0.879560,0.730669,0.824425,0.890493,0.917437,0.903764,0.733015,0.852495,0.919618,0.921133,0.920375,0.737601,0.884879,0.953063,0.925199,0.938924,0.740838,0.903236,0.970628,0.928618,0.949158
CRACK500_20160222_114759_641_361,0.602420,0.602420,0.675956,0.847036,0.751887,0.652552,0.763450,0.844200,0.888660,0.865860,0.684394,0.850608,0.933978,0.905026,0.919274,0.710724,0.891469,0.970280,0.916495,0.942621,0.747178,0.917437,0.984883,0.930541,0.956941,0.777646,0.930872,0.989305,0.940335,0.964199
CRACK500_20160222_115219_1281_721,0.523240,0.523240,0.633139,0.750900,0.687009,0.570288,0.646925,0.742590,0.833933,0.785616,0.600923,0.731452,0.813069,0.879325,0.844900,0.627282,0.789971,0.858110,0.908663,0.882663,0.660699,0.834842,0.890082,0.930805,0.909988,0.689192,0.853949,0.899183,0.944368,0.921222
CRACK500_20160222_115224_1281_1081,0.778198,0.778198,0.871556,0.879008,0.875266,0.807571,0.885395,0.941501,0.936939,0.939214,0.829257,0.948738,0.976261,0.971142,0.973695,0.851069,0.984371,0.992158,0.992091,0.992124,0.879799,0.999576,0.999576,1.000000,0.999788,0.905444,1.000000,1.000000,1.000000,1.000000
CRACK500_20160222_115224_1281_361,0.343085,0.343085,0.426976,0.635860,0.510891,0.404005,0.428040,0.532478,0.685767,0.599479,0.447921,0.475240,0.593297,0.704868,0.644288,0.486327,0.518655,0.649979,0.719655,0.683045,0.543129,0.580936,0.734795,0.735059,0.734927,0.598251,0.642094,0.817129,0.749846,0.782043
CRACK500_20160222_115305_1281_1081,0.585750,0.585750,0.600633,0.959414,0.738767,0.637866,0.692797,0.700264,0.984843,0.818524,0.675562,0.774059,0.776805,0.995453,0.872642,0.707071,0.844116,0.844597,0.999326,0.915470,0.760288,0.921877,0.921877,1.000000,0.959350,0.812278,0.970480,0.970480,1.000000,0.985019
CRACK500_20160222_115305_1921_361,0.689585,0.689585,0.786470,0.848432,0.816277,0.730399,0.805516,0.871703,0.913860,0.892284,0.760916,0.881330,0.918715,0.955865,0.936922,0.787711,0.928122,0.946887,0.979094,0.962721,0.826384,0.966337,0.972008,0.993999,0.982881,0.860994,0.984030,0.984030,1.000000,0.991951
CRACK500_20160222_115305_641_1,0.688720,0.688720,0.874918,0.763939,0.815671,0.735112,0.820164,0.933070,0.871431,0.901198,0.769985,0.910922,0.965109,0.941943,0.953385,0.798234,0.965921,0.985078,0.980264,0.982665,0.839175,0.999178,0.999561,0.999617,0.999589,0.874758,1.000000,1.000000,1.000000,1.000000
CRACK500_20160222_115305_641_721,0.617426,0.617426,0.822100,0.712642,0.763467,0.662609,0.726963,0.910948,0.782578,0.841898,0.698211,0.788496,0.955065,0.818874,0.881742,0.727077,0.827438,0.976103,0.844547,0.905572,0.767132,0.870396,0.992851,0.875885,0.930708,0.804781,0.893618,0.999592,0.893945,0.943821
CRACK500_20160222_115324_1281_721,0.642115,0.642115,0.741474,0.827343,0.782058,0.694486,0.737778,0.839158,0.859291,0.849105,0.736050,0.806921,0.902526,0.883956,0.893145,0.776687,0.865081,0.949053,0.907212,0.927661,0.835202,0.934496,0.988211,0.945032,0.966139,0.881144,0.978858,1.000000,0.978858,0.989316
CRACK500_20160222_115324_641_1081,0.546473,0.546473,0.904088,0.580103,0.706734,0.579584,0.608273,0.936625,0.634383,0.756430,0.609416,0.663155,0.957420,0.683308,0.797466,0.637117,0.713229,0.969020,0.729872,0.832614,0.683054,0.798488,0.982883,0.809749,0.887955,0.731439,0.883843,0.992361,0.889897,0.938340
CRACK500_20160222_115519_641_721,0.703614,0.703614,0.857830,0.796494,0.826025,0.778227,0.897057,0.970381,0.922310,0.945735,0.820251,0.971055,0.996668,0.974218,0.985315,0.851864,0.985529,0.999260,0.986250,0.992712,0.892143,0.993125,1.000000,0.993125,0.996551,0.916049,0.999312,1.000000,0.999312,0.999656
CRACK500_20160222_115828_641_1,0.602019,0.602019,0.713316,0.794171,0.751575,0.644515,0.760943,0.830640,0.900684,0.864245,0.672915,0.842967,0.884615,0.947103,0.914793,0.699351,0.884334,0.905947,0.973732,0.938617,0.735771,0.913001,0.916936,0.995322,0.954522,0.765411,0.921801,0.922107,0.999640,0.959310
CRACK500_20160222_115833_1921_1081,0.535211,0.535211,0.543795,0.971353,0.697248,0.617355,0.707058,0.711078,0.992067,0.828394,0.674427,0.828542,0.829756,0.998237,0.906232,0.721555,0.910683,0.910683,1.000000,0.953254,0.789858,0.973600,0.973600,1.000000,0.986623,0.842115,0.997779,0.997779,1.000000,0.998888
CRACK500_20160222_115833_641_361,0.713091,0.713091,0.776593,0.897127,0.832520,0.753755,0.840419,0.893182,0.934325,0.913291,0.782684,0.887927,0.934710,0.946639,0.940637,0.806335,0.909129,0.948701,0.956131,0.952402,0.841004,0.929543,0.959583,0.967419,0.963485,0.873823,0.946482,0.967133,0.977937,0.972505
CRACK500_20160222_115843_1281_361,0.645525,0.645525,0.662591,0.961631,0.784582,0.720781,0.869766,0.876404,0.991367,0.930348,0.768429,0.959346,0.960674,0.998561,0.979251,0.805347,0.982816,0.982816,1.000000,0.991333,0.848791,0.996034,0.996034,1.000000,0.998013,0.885683,1.000000,1.000000,1.000000,1.000000
CRACK500_20160222_115847_1281_361,0.581350,0.581350,0.587394,0.982609,0.735258,0.655070,0.782290,0.783626,0.997826,0.877848,0.701740,0.887589,0.887589,1.000000,0.940448,0.741391,0.936322,0.936322,1.000000,0.967114,0.791583,0.967511,0.967511,1.000000,0.983487,0.854559,0.989604,0.989604,1.000000,0.994775
CRACK500_20160222_115847_641_361,0.633460,0.633460,0.644983,0.972569,0.775605,0.703092,0.847302,0.853363,0.991687,0.917340,0.747302,0.946686,0.948181,0.998337,0.972613,0.781022,0.968578,0.968578,1.000000,0.984038,0.819636,0.976295,0.976295,1.000000,0.988006,0.860019,0.984013,0.984013,1.000000,0.991942
CRACK500_20160222_163940_1281_1081,0.253215,0.253215,0.298608,0.624870,0.404105,0.346601,0.366432,0.431626,0.708117,0.536334,0.423054,0.487648,0.561164,0.788241,0.655596,0.483429,0.602742,0.676032,0.847555,0.752138,0.577858,0.779300,0.833913,0.922477,0.875962,0.664821,0.903536,0.925410,0.974506,0.949324
CRACK500_20160222_163940_1_1081,0.481425,0.481425,0.670968,0.630205,0.649948,0.542849,0.580281,0.754541,0.715312,0.734403,0.593175,0.671804,0.820679,0.787386,0.803688,0.638568,0.761487,0.878120,0.851482,0.864596,0.707145,0.891486,0.951377,0.934043,0.942630,0.770647,0.968511,0.987986,0.980053,0.984004
CRACK500_20160222_163940_1_361,0.348789,0.348789,0.600825,0.453992,0.517189,0.418237,0.449466,0.689402,0.563593,0.620181,0.479331,0.547625,0.762184,0.660480,0.707697,0.534316,0.646930,0.825425,0.749476,0.785620,0.618272,0.810048,0.915356,0.875639,0.895057,0.697278,0.932036,0.975825,0.954065,0.964822
CRACK500_20160222_163940_641_1081,0.455799,0.455799,0.685004,0.576666,0.626184,0.506159,0.539225,0.748038,0.658899,0.700645,0.547228,0.613791,0.795733,0.728588,0.760682,0.582359,0.680546,0.834700,0.786552,0.809911,0.639048,0.794047,0.893767,0.876800,0.885202,0.700458,0.899233,0.943489,0.950423,0.946944
CRACK500_20160222_164141_1281_1,0.520652,0.520652,0.696043,0.673865,0.684775,0.591538,0.661753,0.815517,0.778258,0.796452,0.645081,0.771622,0.891709,0.851405,0.871091,0.690780,0.856023,0.944782,0.901105,0.922427,0.754563,0.933229,0.985457,0.946261,0.965461,0.808975,0.958872,0.992120,0.966231,0.979004
CRACK500_20160222_164141_1921_721,0.547366,0.547366,0.724124,0.691587,0.707481,0.613061,0.679156,0.832333,0.786799,0.808926,0.662095,0.786490,0.905743,0.856601,0.880487,0.702785,0.872039,0.953520,0.910753,0.931646,0.762486,0.954934,0.988076,0.966068,0.976948,0.815260,0.990573,0.998215,0.992330,0.995264
CRACK500_20160222_164141_1_1081,0.614937,0.614937,0.786492,0.738163,0.761562,0.650014,0.706087,0.857891,0.799612,0.827727,0.678891,0.786513,0.912750,0.850453,0.880501,0.706654,0.858140,0.953963,0.895213,0.923655,0.745003,0.931910,0.991454,0.939457,0.964755,0.776189,0.962099,0.999724,0.962354,0.980684
CRACK500_20160222_164822_1281_1,0.601116,0.601116,0.601116,1.000000,0.750871,0.612584,0.647321,0.647321,1.000000,0.785908,0.622660,0.683929,0.683929,1.000000,0.812301,0.633007,0.717187,0.717187,1.000000,0.835305,0.650858,0.773661,0.773661,1.000000,0.872389,0.670135,0.831027,0.831027,1.000000,0.907717
CRACK500_20160222_164822_641_1,0.771921,0.771921,0.781186,0.984869,0.871282,0.793667,0.841795,0.845072,0.995415,0.914103,0.811813,0.899366,0.900109,0.999083,0.947017,0.828840,0.942054,0.942054,1.000000,0.970162,0.857672,0.987756,0.987756,1.000000,0.993840,0.883133,0.999758,0.999758,1.000000,0.999879
CRACK500_20160222_164822_641_361,0.805816,0.805816,0.821746,0.976507,0.892467,0.830572,0.884076,0.895717,0.985513,0.938472,0.850209,0.940316,0.948600,0.990799,0.969240,0.863105,0.970720,0.977265,0.993148,0.985143,0.886419,0.997651,1.000000,0.997651,0.998824,0.909715,1.000000,1.000000,1.000000,1.000000
CRACK500_20160222_164825_641_721,0.785677,0.785677,0.806730,0.967852,0.879976,0.800012,0.840242,0.855166,0.979653,0.913187,0.811904,0.883418,0.893969,0.986815,0.938101,0.824902,0.924110,0.930670,0.992431,0.960559,0.845752,0.973305,0.976799,0.996338,0.986472,0.867627,0.996221,0.997354,0.998861,0.998107
CRACK500_20160222_164851_641_1081,0.641635,0.641635,0.669950,0.938201,0.781703,0.678969,0.750259,0.769110,0.968365,0.857312,0.708284,0.827524,0.840557,0.981608,0.905623,0.733357,0.874007,0.882322,0.989332,0.932768,0.771599,0.918649,0.921460,0.996689,0.957600,0.810842,0.947465,0.947465,1.000000,0.973024
CRACK500_20160222_164936_641_361,0.486229,0.486229,0.495677,0.962278,0.654312,0.528236,0.566011,0.573594,0.977178,0.722870,0.562921,0.640515,0.645487,0.988118,0.780871,0.596106,0.711765,0.713689,0.996228,0.831616,0.649228,0.814631,0.814631,1.000000,0.897848,0.704055,0.907607,0.907607,1.000000,0.951566
CRACK500_20160222_165037_1921_361,0.595026,0.595026,0.609822,0.960823,0.746102,0.645878,0.709644,0.719851,0.980411,0.830166,0.682880,0.801140,0.806672,0.991512,0.889592,0.712215,0.883355,0.884376,0.998694,0.938065,0.758995,0.964360,0.964360,1.000000,0.981857,0.802625,0.995027,0.995027,1.000000,0.997507
CRACK500_20160222_165037_1_361,0.673952,0.673952,0.679534,0.987958,0.805223,0.690786,0.721500,0.725114,0.993140,0.838223,0.703823,0.762499,0.764721,0.996205,0.865248,0.714704,0.801303,0.802620,0.997957,0.889693,0.730164,0.850296,0.850560,0.999635,0.919092,0.743727,0.874454,0.874454,1.000000,0.933023
CRACK500_20160222_165037_641_361,0.711844,0.711844,0.751734,0.930627,0.831669,0.741895,0.785792,0.820460,0.948971,0.880049,0.765161,0.844348,0.872320,0.963411,0.915606,0.786900,0.897057,0.917639,0.975607,0.945736,0.821300,0.960955,0.972967,0.987316,0.980089,0.855050,0.990721,0.997320,0.993365,0.995339
CRACK500_20160222_165218_641_1,0.641603,0.641603,0.643308,0.995887,0.781679,0.720123,0.875789,0.875789,1.000000,0.933782,0.769167,0.961807,0.961807,1.000000,0.980532,0.808816,0.978080,0.978080,1.000000,0.988919,0.859398,0.987712,0.987712,1.000000,0.993818,0.902286,1.000000,1.000000,1.000000,1.000000
CRACK500_20160222_165225_1281_721,0.602358,0.602358,0.641919,0.907183,0.751839,0.640411,0.681853,0.721302,0.925747,0.810836,0.670434,0.742296,0.780697,0.937853,0.852089,0.693701,0.799211,0.840662,0.941889,0.888401,0.738229,0.890380,0.930326,0.953995,0.942012,0.783688,0.967681,0.985722,0.981437,0.983575
CRACK500_20160222_165256_1281_1,0.461538,0.461538,0.505861,0.840449,0.631579,0.520667,0.568359,0.616772,0.878652,0.724781,0.569381,0.670188,0.719567,0.907116,0.802530,0.610898,0.749004,0.793508,0.930337,0.856492,0.672167,0.849107,0.886384,0.952809,0.918397,0.725216,0.928353,0.959423,0.966292,0.962845
CRACK500_20160222_165256_1281_721,0.462548,0.462548,0.483156,0.915571,0.632524,0.507953,0.548511,0.569590,0.936797,0.708437,0.542777,0.624284,0.644571,0.952004,0.768688,0.573470,0.699020,0.718967,0.961825,0.822851,0.624185,0.801003,0.819610,0.972438,0.889508,0.676173,0.857007,0.871353,0.981150,0.922998
CRACK500_20160222_165256_641_1,0.528059,0.528059,0.549226,0.931981,0.691150,0.596183,0.662203,0.682489,0.957041,0.796777,0.649333,0.785839,0.802039,0.974940,0.880078,0.680602,0.874770,0.882208,0.990453,0.933202,0.727613,0.969391,0.976793,0.992243,0.984458,0.770162,0.991897,0.999648,0.992243,0.995932
CRACK500_20160222_165715_1921_721,0.410828,0.410828,0.426547,0.917683,0.582393,0.498071,0.570212,0.593765,0.934959,0.726287,0.558311,0.699021,0.729806,0.943089,0.822852,0.609763,0.799526,0.838451,0.945122,0.888596,0.680455,0.884134,0.931979,0.945122,0.938505,0.739572,0.920189,0.972130,0.945122,0.958436
CRACK500_20160222_165909_1281_1081,0.521089,0.521089,0.565941,0.867990,0.685153,0.587389,0.657800,0.702136,0.912413,0.793582,0.635580,0.775914,0.810394,0.948015,0.873819,0.675296,0.859067,0.881676,0.971014,0.924191,0.734378,0.946219,0.951931,0.993699,0.972367,0.788024,0.989215,0.989523,0.999685,0.994578
CRACK500_20160222_165919_1_721,0.447141,0.447141,0.568515,0.676837,0.617965,0.504431,0.562440,0.691423,0.750934,0.719951,0.545322,0.653668,0.782427,0.798879,0.790567,0.581529,0.732560,0.854603,0.836862,0.845639,0.640682,0.829198,0.919456,0.894147,0.906625,0.706572,0.930817,0.975941,0.952677,0.964169
CRACK500_20160222_165926_1281_721,0.559346,0.559346,0.568644,0.971596,0.717411,0.607915,0.680721,0.684867,0.991185,0.810034,0.641893,0.772262,0.773287,0.998286,0.871499,0.670939,0.844193,0.844368,0.999755,0.915515,0.714559,0.906277,0.906277,1.000000,0.950834,0.753455,0.923617,0.923617,1.000000,0.960292
CRACK500_20160222_165947_1921_721,0.490062,0.490062,0.505489,0.941375,0.657774,0.528411,0.562484,0.576975,0.957256,0.719987,0.558614,0.623885,0.637213,0.967562,0.768386,0.587361,0.682363,0.694003,0.976009,0.811196,0.635218,0.768505,0.775016,0.989187,0.869102,0.684197,0.822076,0.822190,0.999831,0.902351
CRACK500_20160222_165951_1921_1,0.657862,0.657862,0.710524,0.898745,0.793627,0.687904,0.749462,0.804026,0.916968,0.856791,0.707932,0.819251,0.874153,0.928796,0.900646,0.727367,0.872518,0.923958,0.940019,0.931919,0.751400,0.909820,0.956397,0.949191,0.952781,0.767775,0.917195,0.960595,0.953053,0.956809
CRACK500_20160225_114503_1_361,0.463283,0.463283,0.470166,0.969370,0.633210,0.561203,0.622846,0.628836,0.984936,0.767597,0.626898,0.746400,0.750365,0.992970,0.854787,0.682489,0.841256,0.843400,0.996987,0.913785,0.760460,0.934801,0.935460,0.999247,0.966302,0.831823,0.982586,0.982586,1.000000,0.991217
CRACK500_20160225_114514_721_1281,0.302586,0.302586,0.679176,0.353048,0.464592,0.338903,0.343567,0.725074,0.395027,0.511425,0.373272,0.382849,0.763889,0.434234,0.553710,0.407004,0.425340,0.799393,0.476165,0.596826,0.465201,0.508614,0.857248,0.555678,0.674280,0.535012,0.617719,0.915195,0.655224,0.763691
CRACK500_20160225_114514_721_641,0.311895,0.311895,0.645998,0.376192,0.475488,0.349272,0.357243,0.702545,0.420908,0.526425,0.385233,0.402081,0.751426,0.463767,0.573549,0.424758,0.453358,0.796197,0.512875,0.623877,0.495595,0.550845,0.868016,0.601200,0.710381,0.572014,0.675348,0.935971,0.708061,0.806218
CRACK500_20160225_114535_1281_1081,0.290984,0.290984,0.412117,0.497483,0.450795,0.325447,0.333335,0.466971,0.538062,0.500002,0.359397,0.372877,0.517915,0.571092,0.543205,0.391690,0.413815,0.568339,0.603492,0.585388,0.447511,0.485589,0.650684,0.656810,0.653733,0.513773,0.576546,0.738502,0.724442,0.731404
CRACK500_20160225_114535_1921_1081,0.493308,0.493308,0.506939,0.948308,0.660691,0.528283,0.568997,0.576704,0.977051,0.725300,0.557136,0.636416,0.640520,0.990032,0.777817,0.581436,0.696617,0.698885,0.995364,0.821184,0.619448,0.793017,0.793309,0.999536,0.884561,0.662070,0.872986,0.872986,1.000000,0.932187
CRACK500_20160225_114535_1_1,0.373308,0.373308,0.467312,0.649832,0.543662,0.412471,0.437619,0.543180,0.692480,0.608810,0.442327,0.493807,0.603713,0.730640,0.661139,0.475105,0.555938,0.665860,0.771044,0.714602,0.526583,0.656686,0.765940,0.821549,0.792771,0.581522,0.753582,0.860371,0.858586,0.859478
CRACK500_20160302_155848_1281_361,0.837098,0.837098,0.862225,0.966358,0.911327,0.843599,0.865449,0.883442,0.977007,0.927872,0.849258,0.889975,0.901852,0.985418,0.941785,0.853897,0.913903,0.920261,0.992497,0.955015,0.863493,0.947357,0.948119,0.999153,0.972967,0.875343,0.971171,0.971171,1.000000,0.985375
CRACK500_20160302_155848_1921_361,0.737411,0.737411,0.781574,0.928828,0.848862,0.745151,0.764812,0.805250,0.938384,0.866735,0.751790,0.790259,0.826825,0.947004,0.882843,0.759177,0.818120,0.850108,0.956029,0.899962,0.775528,0.868365,0.890471,0.972206,0.929545,0.796422,0.921734,0.930336,0.990069,0.959273
CRACK500_20160302_155848_641_721,0.726993,0.726993,0.755921,0.949991,0.841917,0.741143,0.767426,0.790796,0.962919,0.868411,0.752637,0.802394,0.820618,0.973068,0.890364,0.764468,0.838948,0.852245,0.981743,0.912422,0.785704,0.897671,0.903226,0.993196,0.946077,0.810425,0.943943,0.946176,0.997505,0.971163
CRACK500_20160302_155857_1281_1,0.481454,0.481454,0.543815,0.807636,0.649975,0.514769,0.550695,0.614827,0.840751,0.710256,0.542591,0.610245,0.674478,0.865007,0.757953,0.568460,0.662142,0.722341,0.888209,0.796734,0.611616,0.729124,0.775742,0.923856,0.843345,0.662582,0.786175,0.814373,0.957815,0.880289
CRACK500_20160302_155857_1_721,0.777694,0.777694,0.857245,0.893396,0.874947,0.792862,0.827125,0.891124,0.920109,0.905384,0.806001,0.867681,0.918358,0.940205,0.929153,0.820360,0.907854,0.945532,0.957952,0.951702,0.842427,0.961289,0.978403,0.982130,0.980263,0.864358,0.990691,0.992702,0.997959,0.995324
