run,clean_iou,noisy1_iou,noisy1_drop_from_clean,noisy2_iou,noisy2_drop_from_clean,zero_shot_macro_iou
baseline_best,0.6238044947390237,0.5678115519313996,-0.05599294280762401,0.5133437612837761,-0.11046073345524754,0.5666103381536479
epoch20,0.6221042065954592,0.5671702719139617,-0.05493393468149743,0.4848449934688206,-0.13725921312663858,0.5520765477653818
epoch25_best,0.6229724776349823,0.5704863157450496,-0.052486161889932714,0.4841029913509463,-0.138869486284036,0.5533883168259089
epoch30,0.6216589960955258,0.5679640854632938,-0.053694910632231974,0.47142076466066923,-0.15023823143485654,0.5481410590677485
epoch55,0.6221120843362372,0.5644447003186475,-0.05766738401758975,0.46498136343630636,-0.15713072089993085,0.5426014301806587
epoch70,0.6215301278666107,0.5644540258748999,-0.05707610199171076,0.46502600456748583,-0.15650412329912483,0.5425236758992217
paper_adapter_d32,0.6495,0.5466,-0.10289999999999999,0.4763,-0.17319999999999997,0.5861666666666666
paper_lora_qv_r4,0.6416,0.5782,-0.0633999999999999,0.4915,-0.15009999999999996,0.5854666666666667
