id,variant,role,epoch,global_step,size_bytes,sha256,run_contract_sha256,vm_path,local_backup_path,equivalent_alias,local_present,local_verified,vm_present,vm_verified
sam2_hiera_large_base_dependency,foundation,base dependency (non versionnée),,,897952466,7442e4e9b732a508f80e141e7c2913437a3610ee0c77381a66658c3a445df87b,,/home/codespace/Generalized-Frangi-for-Automatic-Crack-Extraction-on-FIND-dataset/ISPRS/CrackSAM/checkpoints/sam2_hiera_large.pt,ISPRS/CrackSAM/artifacts/vm_backup_20260714T1435Z_final_checkpoints/foundation/sam2_hiera_large.pt,,False,False,True,True
frangi_epoch20,frangi,milestone,20,22820,5708629,c06db707bfdfeee7d8de8b877d2a58b33d0ca2ddfc7ab3b9d9fa9f70a0b415f8,d40c4e92a8259c2926f3a8693e9f4eabaf2924ef429567abd6e67a9a4c4838ba,/home/codespace/cracksam2-artifacts/frangi_r4/milestone_epoch20.pt,ISPRS/CrackSAM/artifacts/vm_backup_20260714T1435Z_final_checkpoints/frangi_r4/milestone_epoch20.pt,,False,False,True,True
frangi_epoch25_best,frangi,best,25,28525,5708629,2ff8938b3d08c0d569fdaedd6750efd1fa71b66bd93f8748b5a97748ff97027d,d40c4e92a8259c2926f3a8693e9f4eabaf2924ef429567abd6e67a9a4c4838ba,/home/codespace/cracksam2-artifacts/frangi_r4/milestone_epoch25_best.pt,ISPRS/CrackSAM/artifacts/vm_backup_20260714T1435Z_final_checkpoints/frangi_r4/milestone_epoch25_best.pt,frangi_r4/best.pt,False,False,True,True
frangi_epoch30,frangi,milestone,30,34230,5710401,e8d35bccc4458a88c7eb5070ecbb9b87fcb4817c83af1ce0d10e9da36bb8e2f0,d40c4e92a8259c2926f3a8693e9f4eabaf2924ef429567abd6e67a9a4c4838ba,/home/codespace/cracksam2-artifacts/frangi_r4/milestone_epoch30.pt,ISPRS/CrackSAM/artifacts/vm_backup_20260714T1435Z_final_checkpoints/frangi_r4/milestone_epoch30.pt,,False,False,True,True
frangi_epoch55,frangi,milestone,55,62755,5710401,b703f84347323a4d6b3a1994191dca8d06cbc0404dbcc92f134689c3e59dc4da,d40c4e92a8259c2926f3a8693e9f4eabaf2924ef429567abd6e67a9a4c4838ba,/home/codespace/cracksam2-artifacts/frangi_r4/milestone_epoch55.pt,ISPRS/CrackSAM/artifacts/vm_backup_20260714T1435Z_final_checkpoints/frangi_r4/milestone_epoch55.pt,,False,False,True,True
frangi_epoch70,frangi,final,70,79870,5710401,f5cbaf22ea80d29117a02fe8cfe20219216428221b44d9a305ed7811ca23b39d,d40c4e92a8259c2926f3a8693e9f4eabaf2924ef429567abd6e67a9a4c4838ba,/home/codespace/cracksam2-artifacts/frangi_r4/milestone_epoch70.pt,ISPRS/CrackSAM/artifacts/vm_backup_20260714T1435Z_final_checkpoints/frangi_r4/milestone_epoch70.pt,frangi_r4/latest.pt,False,False,True,True
baseline_epoch20_best,baseline,best,20,22820,5708117,d154d60a82ec2a0af4540559785a483818612319350c04a1b06035053b6f6a04,e91d544ea4d99eff5765db711cbfc7610146aae2cd726dfb512ed7065cafbbdb,/home/codespace/cracksam2-artifacts/baseline_r4/best.pt,ISPRS/CrackSAM/artifacts/vm_backup_20260714T1435Z_final_checkpoints/baseline_r4/best.pt,,False,False,True,True
