run,run_label,epoch,paper_model,paper_label,dataset,sam2_precision,paper_precision,delta_precision_sam2_minus_paper,sam2_recall,paper_recall,delta_recall_sam2_minus_paper,sam2_dice,paper_dice,delta_dice_sam2_minus_paper,sam2_iou,paper_iou,delta_iou_sam2_minus_paper,iou_source,pr_re_f1_source
epoch55,Frangi — époque 55,55,paper_lora_qv_r4,"CrackSAM originel — LoRA qv r=4 (SAM 1, ViT-H)",khanhha_noisy1,0.7158390284381544,,,0.7163275170178565,,,0.6846160252588099,,,0.5644447003186475,0.5782,-0.013755299681352584,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 2 (rank=4)"
epoch55,Frangi — époque 55,55,paper_lora_qv_r4,"CrackSAM originel — LoRA qv r=4 (SAM 1, ViT-H)",khanhha_noisy2,0.6209828334726916,,,0.5732237817443783,,,0.5589950058724886,,,0.46498136343630636,0.4915,-0.02651863656369363,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 2 (rank=4)"
epoch55,Frangi — époque 55,55,paper_lora_qv_r4,"CrackSAM originel — LoRA qv r=4 (SAM 1, ViT-H)",road420,0.8196428436370181,,,0.5579754593498165,,,0.5839173562802655,,,0.44107489662361327,0.6222,-0.1811251033763867,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 2 (rank=4)"
epoch55,Frangi — époque 55,55,paper_lora_qv_r4,"CrackSAM originel — LoRA qv r=4 (SAM 1, ViT-H)",facade390,0.5622184629713678,,,0.894949466961533,,,0.6513033791846825,,,0.49656899374218216,0.4544,0.04216899374218214,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 2 (rank=4)"
epoch55,Frangi — époque 55,55,paper_lora_qv_r4,"CrackSAM originel — LoRA qv r=4 (SAM 1, ViT-H)",concrete3k,0.9077246656345181,,,0.7367696185936676,,,0.7939442588627997,,,0.6901604001761805,0.6798,0.010360400176180562,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 2 (rank=4)"
epoch55,Frangi — époque 55,55,paper_lora_qv_r4,"CrackSAM originel — LoRA qv r=4 (SAM 1, ViT-H)",MACRO_6_DATASETS,0.7306798715947721,,,0.706342778557525,,,0.6693461026118208,,,0.5465570731055278,0.57795,-0.03139292689447215,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 2 (rank=4)"
epoch55,Frangi — époque 55,55,paper_lora_qv_r4,"CrackSAM originel — LoRA qv r=4 (SAM 1, ViT-H)",PONDERE_IMAGES,0.7686177923504267,,,0.7044027706732939,,,0.7025184465750224,,,0.5900788899026959,0.6046760539629005,-0.014597164060204615,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 2 (rank=4)"
epoch70,Frangi — époque 70,70,paper_adapter_d32,"CrackSAM originel — Adapter d=32 (SAM 1, ViT-H)",khanhha_original,0.7574631842234925,0.7676,-0.01013681577650749,0.7581608831364421,0.7965,-0.03833911686355784,0.742710027430317,0.7704,-0.027689972569682975,0.6215301278666107,0.6495,-0.027969872133389306,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 1 (Adapter d=32)"
epoch70,Frangi — époque 70,70,paper_adapter_d32,"CrackSAM originel — Adapter d=32 (SAM 1, ViT-H)",khanhha_noisy1,0.7159187207317572,,,0.7163554299116208,,,0.6846001859746909,,,0.5644540258748999,0.5466,0.017854025874899926,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 1 (Adapter d=32)"
epoch70,Frangi — époque 70,70,paper_adapter_d32,"CrackSAM originel — Adapter d=32 (SAM 1, ViT-H)",khanhha_noisy2,0.6213452107957739,,,0.5732841459059305,,,0.5590697004559583,,,0.46502600456748583,0.4763,-0.011273995432514172,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 1 (Adapter d=32)"
epoch70,Frangi — époque 70,70,paper_adapter_d32,"CrackSAM originel — Adapter d=32 (SAM 1, ViT-H)",road420,0.8198805648468013,,,0.557501040042468,,,0.5836996475261964,,,0.44091086416820907,0.6149,-0.17398913583179093,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 1 (Adapter d=32)"
epoch70,Frangi — époque 70,70,paper_adapter_d32,"CrackSAM originel — Adapter d=32 (SAM 1, ViT-H)",facade390,0.5623173353997676,,,0.8949540980797582,,,0.6511910421952118,,,0.4964757866460999,0.4718,0.02467578664609993,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 1 (Adapter d=32)"
epoch70,Frangi — époque 70,70,paper_adapter_d32,"CrackSAM originel — Adapter d=32 (SAM 1, ViT-H)",concrete3k,0.908107293506631,,,0.736801986010708,,,0.7939560532431856,,,0.6901843768833563,0.6718,0.018384376883356368,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 1 (Adapter d=32)"
epoch70,Frangi — époque 70,70,paper_adapter_d32,"CrackSAM originel — Adapter d=32 (SAM 1, ViT-H)",MACRO_6_DATASETS,0.730838718250704,,,0.7061762638478214,,,0.66920444280426,,,0.546430197667777,0.5718166666666668,-0.025386468998889744,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 1 (Adapter d=32)"
epoch70,Frangi — époque 70,70,paper_adapter_d32,"CrackSAM originel — Adapter d=32 (SAM 1, ViT-H)",PONDERE_IMAGES,0.7688069634355754,,,0.7042844599244615,,,0.702405899060262,,,0.5899745327404659,0.59498347386172,-0.005008941121254162,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 1 (Adapter d=32)"
epoch70,Frangi — époque 70,70,paper_lora_qv_r4,"CrackSAM originel — LoRA qv r=4 (SAM 1, ViT-H)",khanhha_original,0.7574631842234925,0.762,-0.004536815776507552,0.7581608831364421,0.7918,-0.033639116863557805,0.742710027430317,0.7639,-0.021189972569683024,0.6215301278666107,0.6416,-0.020069872133389288,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 2 (rank=4)"
epoch70,Frangi — époque 70,70,paper_lora_qv_r4,"CrackSAM originel — LoRA qv r=4 (SAM 1, ViT-H)",khanhha_noisy1,0.7159187207317572,,,0.7163554299116208,,,0.6846001859746909,,,0.5644540258748999,0.5782,-0.013745974125100147,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 2 (rank=4)"
epoch70,Frangi — époque 70,70,paper_lora_qv_r4,"CrackSAM originel — LoRA qv r=4 (SAM 1, ViT-H)",khanhha_noisy2,0.6213452107957739,,,0.5732841459059305,,,0.5590697004559583,,,0.46502600456748583,0.4915,-0.026473995432514164,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 2 (rank=4)"
epoch70,Frangi — époque 70,70,paper_lora_qv_r4,"CrackSAM originel — LoRA qv r=4 (SAM 1, ViT-H)",road420,0.8198805648468013,,,0.557501040042468,,,0.5836996475261964,,,0.44091086416820907,0.6222,-0.1812891358317909,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 2 (rank=4)"
epoch70,Frangi — époque 70,70,paper_lora_qv_r4,"CrackSAM originel — LoRA qv r=4 (SAM 1, ViT-H)",facade390,0.5623173353997676,,,0.8949540980797582,,,0.6511910421952118,,,0.4964757866460999,0.4544,0.0420757866460999,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 2 (rank=4)"
epoch70,Frangi — époque 70,70,paper_lora_qv_r4,"CrackSAM originel — LoRA qv r=4 (SAM 1, ViT-H)",concrete3k,0.908107293506631,,,0.736801986010708,,,0.7939560532431856,,,0.6901843768833563,0.6798,0.010384376883356361,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 2 (rank=4)"
epoch70,Frangi — époque 70,70,paper_lora_qv_r4,"CrackSAM originel — LoRA qv r=4 (SAM 1, ViT-H)",MACRO_6_DATASETS,0.730838718250704,,,0.7061762638478214,,,0.66920444280426,,,0.546430197667777,0.57795,-0.03151980233222296,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 2 (rank=4)"
epoch70,Frangi — époque 70,70,paper_lora_qv_r4,"CrackSAM originel — LoRA qv r=4 (SAM 1, ViT-H)",PONDERE_IMAGES,0.7688069634355754,,,0.7042844599244615,,,0.702405899060262,,,0.5899745327404659,0.6046760539629005,-0.014701521222434621,"CrackSAM.pdf, Table 6","CrackSAM.pdf, Table 2 (rank=4)"
