comparison,dataset,metric,reference_mean,candidate_mean,samples,mean_delta,std_delta,median_delta,p05_delta,p95_delta,ci95_low,ci95_high,gains,ties,losses,losses_below_minus_005,losses_below_minus_010
frangi_best_prompt_vs_none,khanhha_noisy1,dice,0.6911382274594721,0.6915218272274141,1695,0.000383599767942041,0.046983243428827565,0.0,-0.012853174936710432,0.016333771984895717,-0.0020128245366463227,0.0025347455798711686,698,264,733,12,7
frangi_best_prompt_vs_none,khanhha_noisy2,iou,0.4795305983450039,0.4841029913509463,1695,0.004572393005942441,0.04225589612962188,0.0,-0.014258250226220464,0.03406450710786818,0.002588872230802298,0.006628237683126344,577,497,621,15,6
frangi_best_prompt_vs_none,khanhha_noisy2,dice,0.5759198983119367,0.5832175747792807,1695,0.007297676467343993,0.057371329765004746,0.0,-0.015000872587887664,0.03531884976166303,0.004589651604298883,0.010014828331643627,577,497,621,18,5
frangi_best_prompt_vs_none,road420,iou,0.4607365943579205,0.4700934262501071,420,0.009356831892186557,0.04964362808517449,0.00012656934005889076,-0.039302217797417216,0.10062176155209955,0.004710915477350804,0.014159469779853254,211,4,205,13,3
frangi_best_prompt_vs_none,road420,dice,0.5998241750749992,0.6129848206288302,420,0.013160645553830964,0.061708927877194016,0.00010738595924147942,-0.03326740043041707,0.12298017681346161,0.007562239887544252,0.019352358332407203,211,4,205,11,3
frangi_best_prompt_vs_none,facade390,iou,0.5050155858555027,0.49993980938850946,390,-0.005075776466993226,0.04152214081118483,-0.005254935486261464,-0.04441146837730227,0.03330647308455088,-0.00891921228531874,-0.000720793507220452,136,2,252,15,3
frangi_best_prompt_vs_none,facade390,dice,0.6593121582060086,0.6551241020989096,390,-0.004188056107099016,0.04689340748057313,-0.004658104095377091,-0.040583041242511636,0.029521411853261306,-0.008270104422870314,0.0010297929833897686,136,2,252,6,2
frangi_best_prompt_vs_none,concrete3k,iou,0.68394130303007,0.6901317148391102,3000,0.006190411809040289,0.070415437227616,0.002025080664130874,-0.020641323831801894,0.02842348302111492,0.003702505784411894,0.008720890297723712,1813,106,1081,56,23
frangi_best_prompt_vs_none,concrete3k,dice,0.7872177616299129,0.79337331528927,3000,0.006155553659357303,0.07521520825698168,0.0013740023059444773,-0.016934590889916085,0.021361794632630937,0.0034882079858346146,0.008887820086421028,1813,106,1081,39,19
historical_joint_best_vs_baseline,khanhha_original,iou,0.6238044947390237,0.6229724776349823,1695,-0.0008320171040413121,0.0497190481300844,0.0,-0.03497726899944831,0.03135995428628223,-0.003322926386690262,0.0014711403202052064,730,226,739,44,13
historical_joint_best_vs_baseline,khanhha_original,dice,0.7453199181521043,0.744551397838268,1695,-0.0007685203138365167,0.05014179264582649,0.0,-0.02980297003796557,0.027752315949192592,-0.0032241707544773943,0.0015597484027670369,730,226,739,42,15
historical_joint_best_vs_baseline,khanhha_noisy1,iou,0.5678115519313996,0.5704863157450496,1695,0.0026747638136498096,0.08608290122162508,0.0,-0.06605990550395749,0.09542382821523004,-0.001453300426283593,0.006685168612852982,672,243,780,127,48
historical_joint_best_vs_baseline,khanhha_noisy1,dice,0.6907005064260806,0.6915218272274141,1695,0.0008213208013335449,0.09765916767838932,0.0,-0.06753076860548249,0.08563399040787306,-0.0038920099365951522,0.005464426329628916,672,243,780,115,50
historical_joint_best_vs_baseline,khanhha_noisy2,iou,0.5133437612837761,0.4841029913509463,1695,-0.02924076993282984,0.12745508168323924,0.0,-0.30470796002962713,0.061486847477880975,-0.03518895452831131,-0.023240418470725974,527,363,805,306,213
historical_joint_best_vs_baseline,khanhha_noisy2,dice,0.6243293747541984,0.5832175747792807,1695,-0.04111179997491753,0.16544053723263324,0.0,-0.43949916428966257,0.05450206545682048,-0.048986407109621856,-0.03358671218735023,527,363,805,300,226
historical_joint_best_vs_baseline,road420,iou,0.4836394002561577,0.4700934262501071,420,-0.013545974006050574,0.17403470670024737,-0.006114492840419121,-0.3373608733478138,0.2848232895092748,-0.030199772327643433,0.0028613529259591914,196,0,224,141,98
historical_joint_best_vs_baseline,road420,dice,0.6251577572863767,0.6129848206288302,420,-0.012172936657546438,0.185781091616731,-0.004899253511499502,-0.3373194196338569,0.30487824608054187,-0.02990787282035299,0.005783449792604825,196,0,224,131,97
historical_joint_best_vs_baseline,facade390,iou,0.5163686768272836,0.49993980938850946,390,-0.0164288674387742,0.1346128345153478,-0.015764738993992833,-0.2178596919382603,0.23171715003062382,-0.029504982491427117,-0.0030446800083907505,161,2,227,143,93
historical_joint_best_vs_baseline,facade390,dice,0.6655554364566215,0.6551241020989096,390,-0.010431334357711937,0.1268648997940081,-0.013475563269954749,-0.18754388240257372,0.19712684673311143,-0.02277034601339007,0.0025469356449375237,161,2,227,137,80
historical_joint_best_vs_baseline,concrete3k,iou,0.6998229373775023,0.6901317148391102,3000,-0.009691222538392072,0.09440265339918748,-0.009087629378075224,-0.1043605035267047,0.08627224633834008,-0.013111284802889806,-0.006431394028821239,1014,91,1895,427,161
historical_joint_best_vs_baseline,concrete3k,dice,0.7989288114855093,0.79337331528927,3000,-0.005555496196239089,0.09221677720786702,-0.005981991789747287,-0.0758055591228412,0.0719004797011626,-0.008837791181705466,-0.002247755017376672,1014,91,1895,276,83
